method p l int.effect mode strategy n power
matern_1.5 1 1 0 GCVc erm 100 0.015
matern_1.5 1 1 0 gmpml exp 100 0.01
matern_1.5 1 1 0 gmpml average 100 0.015
matern_1.5 1 1 0 gmpml erm 100 0
matern_1.5 1 1 0 loocv exp 100 0.02
matern_1.5 1 1 0 loocv average 100 0.005
matern_1.5 1 1 0 loocv erm 100 0.005
matern_1.5 1 1 0.1 AICc exp 100 0.35
matern_1.5 1 1 0.1 AICc average 100 0.245
matern_1.5 1 1 0.1 AICc erm 100 0.385
matern_1.5 1 1 0.1 GCVc exp 100 0.35
matern_1.5 1 1 0.1 GCVc average 100 0.325
matern_1.5 1 1 0.1 GCVc erm 100 0.325
matern_1.5 1 1 0.1 gmpml exp 100 0.355
matern_1.5 1 1 0.1 gmpml average 100 0.34
matern_1.5 1 1 0.1 gmpml erm 100 0.275
matern_1.5 1 1 0.1 loocv exp 100 0.355
matern_1.5 1 1 0.1 loocv average 100 0.4
matern_1.5 1 1 0.1 loocv erm 100 0.265
matern_1.5 1 1 0.2 AICc exp 100 0.415
matern_1.5 1 1 0.2 AICc average 100 0.395
matern_1.5 1 1 0.2 AICc erm 100 0.35
matern_1.5 1 1 0.2 GCVc exp 100 0.45
matern_1.5 1 1 0.2 GCVc average 100 0.405
matern_1.5 1 1 0.2 GCVc erm 100 0.41
matern_1.5 1 1 0.2 gmpml exp 100 0.45
matern_1.5 1 1 0.2 gmpml average 100 0.455
matern_1.5 1 1 0.2 gmpml erm 100 0.47
matern_1.5 1 1 0.2 loocv exp 100 0.41
matern_1.5 1 1 0.2 loocv average 100 0.465
matern_1.5 1 1 0.2 loocv erm 100 0.47
matern_1.5 1 1 0.3 AICc exp 100 0.405
matern_1.5 1 1 0.3 AICc average 100 0.375
matern_1.5 1 1 0.3 AICc erm 100 0.455
matern_1.5 1 1 0.3 GCVc exp 100 0.45
matern_1.5 1 1 0.3 GCVc average 100 0.45
matern_1.5 1 1 0.3 GCVc erm 100 0.47
matern_1.5 1 1 0.3 gmpml exp 100 0.54
matern_1.5 1 1 0.3 gmpml average 100 0.495
matern_1.5 1 1 0.3 gmpml erm 100 0.535
matern_1.5 1 1 0.3 loocv exp 100 0.435
matern_1.5 1 1 0.3 loocv average 100 0.425
matern_1.5 1 1 0.3 loocv erm 100 0.49
matern_1.5 1 1.5 0 AICc exp 100 0.04
matern_1.5 1 1.5 0 AICc average 100 0.045
matern_1.5 1 1.5 0 AICc erm 100 0.03
matern_1.5 1 1.5 0 GCVc exp 100 0.025
matern_1.5 1 1.5 0 GCVc average 100 0.025
matern_1.5 1 1.5 0 GCVc erm 100 0.015
matern_1.5 1 1.5 0 gmpml exp 100 0
matern_1.5 1 1.5 0 gmpml average 100 0.02
