V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
polynomial,1,0.5,1,AICc,avg,1,0.075,0.06,148.4132,1,1.4819,-0.4412,91.4549,83.2546,1.3974
polynomial,1,0.5,0,GCVc,avg,1,0.075,0.07,148.4132,1,1.5194,-0.9454,48.6247,37.6512,1.8345
polynomial,1,0.5,0.05,GCVc,avg,1,0.095,0.09,148.4132,1,1.553,-0.7717,51.4428,60.8794,1.6328
polynomial,1,0.5,0.1,GCVc,avg,1,0.12,0.11,148.4132,1,1.5953,-0.8353,38.1835,93.6073,1.7939
polynomial,1,0.5,0.15,GCVc,avg,1,0.09,0.08,148.4132,1,1.4543,-0.683,42.394,47.4455,1.5887
polynomial,1,0.5,0.2,GCVc,avg,1,0.085,0.07,148.4132,1,1.5699,-0.725,36.7326,39.1766,1.7672
polynomial,1,0.5,0.25,GCVc,avg,1,0.08,0.075,148.4132,1,1.4766,-0.8045,196.1517,89.4223,1.6375
polynomial,1,0.5,0.3,GCVc,avg,1,0.08,0.065,148.4132,1,1.591,-0.8583,34.6008,36.9488,1.5644
polynomial,1,0.5,0.4,GCVc,avg,1,0.07,0.065,148.4132,1,1.462,-0.7808,31.5914,29.8789,1.7397
polynomial,1,0.5,0.5,GCVc,avg,1,0.105,0.105,148.4132,1,1.5948,-0.9289,60.74,61.2871,1.7366
polynomial,1,0.5,0.6,GCVc,avg,1,0.1,0.1,148.4132,1,1.5244,-0.87,47.27,41.2792,1.5736
polynomial,1,0.5,0.7,GCVc,avg,1,0.05,0.05,148.4132,1,1.4413,-0.7386,35.3098,62.1927,1.5856
polynomial,1,0.5,0.8,GCVc,avg,1,0.08,0.075,148.4132,1,1.559,-0.6199,34.7025,26.9579,1.543
polynomial,1,0.5,0.9,GCVc,avg,1,0.07,0.065,148.4132,1,1.4622,-0.8076,39.1362,63.2888,1.4794
polynomial,1,0.5,1,GCVc,avg,1,0.08,0.085,148.4132,1,1.4912,-0.7954,48.2152,151.776,1.6926
polynomial,1,0.5,0,gmpml,avg,1,0.08,0.08,148.4132,1,1.202,-0.8129,30.8663,48.2455,1.7784
polynomial,1,0.5,0.05,gmpml,avg,1,0.11,0.105,148.4132,1,1.2743,-0.4017,24.2289,49.5975,1.4278
polynomial,1,0.5,0.1,gmpml,avg,1,0.08,0.08,148.4132,1,1.1853,-0.6524,41.9417,53.2576,1.8752
polynomial,1,0.5,0.15,gmpml,avg,1,0.13,0.12,148.4132,1,1.2516,-0.8946,39.9619,94.2314,1.9195
polynomial,1,0.5,0.2,gmpml,avg,1,0.075,0.08,148.4132,1,1.2343,-0.881,236.2922,48.8874,1.8282
polynomial,1,0.5,0.25,gmpml,avg,1,0.1,0.1,148.4132,1,1.2518,-0.6372,39.4492,37.4375,1.6998
polynomial,1,0.5,0.3,gmpml,avg,1,0.12,0.125,148.4132,1,1.2901,-0.6054,37.2338,56.2488,1.6359
polynomial,1,0.5,0.4,gmpml,avg,1,0.105,0.1,148.4132,1,1.2553,-0.7861,85.4159,36.2136,1.8864
polynomial,1,0.5,0.5,gmpml,avg,1,0.08,0.08,148.4132,1,1.3312,-0.4935,63.2422,56.0872,1.6026
polynomial,1,0.5,0.6,gmpml,avg,1,0.08,0.07,148.4132,1,1.2881,-1.0197,44.0554,38.2001,2.1412
polynomial,1,0.5,0.7,gmpml,avg,1,0.085,0.085,148.4132,1,1.3102,-0.4988,47.8249,38.8769,1.4743
polynomial,1,0.5,0.8,gmpml,avg,1,0.12,0.105,148.4132,1,1.2997,-0.8916,45.9272,33.9747,1.8936
polynomial,1,0.5,0.9,gmpml,avg,1,0.06,0.06,148.4132,1,1.218,-0.896,85.0434,43.7949,1.8381
polynomial,1,0.5,1,gmpml,avg,1,0.055,0.055,148.4132,1,1.2011,-0.9436,45.7443,55.1261,1.8423
polynomial,1,0.5,0,loocv,avg,1,0.085,0.09,148.4132,1,1.4729,-1.025,65.1121,145.3014,1.9177
polynomial,1,0.5,0.05,loocv,avg,1,0.135,0.135,148.4132,1,1.4531,-0.8607,71.9219,33.8846,2.0499
polynomial,1,0.5,0.1,loocv,avg,1,0.13,0.125,148.4132,1,1.4738,-0.9021,32.9843,72.5575,1.8905
polynomial,1,0.5,0.15,loocv,avg,1,0.075,0.055,148.4132,1,1.4319,-0.8618,43.101,47.082,1.8175
polynomial,1,0.5,0.2,loocv,avg,1,0.08,0.08,148.4132,1,1.4162,-0.4761,42.0783,93.6502,1.5503
polynomial,1,0.5,0.25,loocv,avg,1,0.07,0.075,148.4132,1,1.4429,-0.9832,113.0471,51.3413,2.1451
polynomial,1,0.5,0.3,loocv,avg,1,0.07,0.06,148.4132,1,1.507,-0.602,33.1438,29.4685,1.5902
polynomial,1,0.5,0.4,loocv,avg,1,0.095,0.085,148.4132,1,1.4406,-0.6095,24.5953,40.4562,1.6634
polynomial,1,0.5,0.5,loocv,avg,1,0.095,0.085,84.2493,1,1.518,-0.9225,44.4026,35.8005,1.9289
polynomial,1,0.5,0.6,loocv,avg,1,0.075,0.09,90.7643,1,1.5106,-0.8728,39.1654,64.4832,1.9155
polynomial,1,0.5,0.7,loocv,avg,1,0.085,0.075,148.4132,1,1.4324,-0.8766,39.7296,32.3869,1.8408
polynomial,1,0.5,0.8,loocv,avg,1,0.045,0.045,148.4132,1,1.4952,-0.762,65.3422,43.0904,1.8906
polynomial,1,0.5,0.9,loocv,avg,1,0.095,0.085,148.4132,1,1.4476,-0.7867,65.3142,548.1221,1.8314
polynomial,1,0.5,1,loocv,avg,1,0.09,0.1,148.4132,1,1.4575,-0.6581,24.5471,33.4485,1.7354
polynomial,2,1,0,AIC,avg,1,0.065,0.06,148.4132,1,2.4151,-0.8789,59.6902,125.3666,1.6813
polynomial,2,1,0.05,AIC,avg,1,0.085,0.085,148.4132,1,2.4965,-0.898,40.6091,44.902,1.5977
polynomial,2,1,0.1,AIC,avg,1,0.09,0.085,148.4132,1,2.2978,-0.7803,36.1878,233.6089,1.8541
polynomial,2,1,0.15,AIC,avg,1,0.06,0.07,148.4132,1,2.0486,-0.7313,46.0173,34.4557,1.6544
polynomial,2,1,0.2,AIC,avg,1,0.085,0.085,148.4132,1,2.5399,-0.8984,736.5789,137.9287,1.4825
polynomial,2,1,0.25,AIC,avg,1,0.105,0.11,148.4132,1,2.297,-0.7159,30.8592,348.7403,1.5345
polynomial,2,1,0.3,AIC,avg,1,0.13,0.125,148.4132,1,2.3212,-0.9282,50.6608,76.0849,1.7183
polynomial,2,1,0.4,AIC,avg,1,0.105,0.1,148.4132,1,2.4668,-0.6595,32.3464,50.7365,1.3243
polynomial,2,1,0.5,AIC,avg,1,0.085,0.095,148.4132,1,2.5712,-0.6762,57.3033,89.8768,1.4296
polynomial,2,1,0.6,AIC,avg,1,0.09,0.09,148.4132,1,2.3495,-1.1198,48.9203,88.8395,1.7671
polynomial,2,1,0.7,AIC,avg,1,0.09,0.09,148.4132,1,2.2802,-0.6232,25.2611,35.069,1.3726
polynomial,2,1,0.8,AIC,avg,1,0.05,0.04,148.4132,1,2.5625,-1.0196,48.9467,76.2959,1.6136
polynomial,2,1,0.9,AIC,avg,1,0.095,0.085,148.4132,1,2.3045,-0.6685,28.0663,169.8079,1.4516
polynomial,2,1,1,AIC,avg,1,0.09,0.09,148.4132,1,2.6124,-0.7577,79.9971,146.0974,1.2789
polynomial,2,1,0,BIC,avg,1,0.09,0.085,148.4132,1,1.2624,-0.6699,27.988,71.5896,1.6353
polynomial,2,1,0.05,BIC,avg,1,0.07,0.065,148.4132,1,1.2121,-0.6839,32.4552,208.8377,1.752
polynomial,2,1,0.1,BIC,avg,1,0.08,0.08,148.4132,1,1.1238,-0.9112,61.4664,117.9516,2.0374
polynomial,2,1,0.15,BIC,avg,1,0.1,0.095,148.4132,1,1.1848,-0.7564,29.6557,39.9408,1.889
polynomial,2,1,0.2,BIC,avg,1,0.115,0.105,148.4132,1,1.1216,-0.7171,84.0971,66.8818,1.6033
polynomial,2,1,0.25,BIC,avg,1,0.115,0.105,148.4132,1,1.2201,-0.9707,45.2456,99.1986,1.9646
polynomial,2,1,0.3,BIC,avg,1,0.08,0.08,148.4132,1,1.2984,-0.7136,34.7491,32.3969,1.7579
polynomial,2,1,0.4,BIC,avg,1,0.08,0.09,148.4132,1,1.1634,-0.6224,22.778,60.1506,1.5104
polynomial,2,1,0.5,BIC,avg,1,0.07,0.065,148.4132,1,1.2558,-0.6793,29.3119,48.5968,1.774
polynomial,2,1,0.6,BIC,avg,1,0.09,0.08,148.4132,1,1.2242,-0.9879,113.29,74.4349,1.9776
polynomial,2,1,0.7,BIC,avg,1,0.125,0.12,148.4132,1,1.3336,-0.6189,23.9645,50.9671,1.6468
polynomial,2,1,0.8,BIC,avg,1,0.13,0.125,148.4132,1,1.3266,-1.1873,94.593,58.9468,2.0932
polynomial,2,1,0.9,BIC,avg,1,0.095,0.09,148.4132,1,1.2546,-0.771,80.066,196.7356,1.7177
polynomial,2,1,1,BIC,avg,1,0.115,0.12,148.4132,1,1.2901,-0.837,32.454,33.8794,1.8556
polynomial,2,1,0,GCV,avg,1,0.135,0.135,148.4132,1,2.4132,-0.962,47.4038,90.0729,1.8922
polynomial,2,1,0.05,GCV,avg,1,0.12,0.115,148.4132,1,2.1838,-0.5564,32.2252,92.4143,1.4465
polynomial,2,1,0.1,GCV,avg,1,0.09,0.08,148.4132,1,2.2844,-0.7833,56.1455,74.0216,1.5809
polynomial,2,1,0.15,GCV,avg,1,0.1,0.1,148.4132,1,2.705,-0.526,25.7305,46.9342,1.3873
polynomial,2,1,0.2,GCV,avg,1,0.07,0.06,148.4132,1,2.3081,-0.6975,32.6798,38.8908,1.761
polynomial,2,1,0.25,GCV,avg,1,0.1,0.1,148.4132,1,2.4704,-1.0241,90.1371,225.1789,1.7156
polynomial,2,1,0.3,GCV,avg,1,0.1,0.1,148.4132,1,2.3689,-1.0231,38.8906,46.5119,1.627
polynomial,2,1,0.4,GCV,avg,1,0.1,0.105,148.4132,1,2.2065,-0.7769,29.8285,60.6312,1.5602
polynomial,2,1,0.5,GCV,avg,1,0.075,0.065,148.4132,1,2.0032,-0.8826,31.7267,53.7712,1.724
polynomial,2,1,0.6,GCV,avg,1,0.135,0.135,148.4132,1,2.4543,-0.8596,28.493,80.9113,1.5882
polynomial,2,1,0.7,GCV,avg,1,0.07,0.06,148.4132,1,2.1963,-0.8123,34.3304,151.8184,1.6661
polynomial,2,1,0.8,GCV,avg,1,0.125,0.13,148.4132,1,2.3772,-0.634,31.5155,40.1296,1.5181
polynomial,2,1,0.9,GCV,avg,1,0.085,0.085,148.4132,1,2.2829,-0.6074,50.4443,46.9129,1.4002
polynomial,2,1,1,GCV,avg,1,0.095,0.105,148.4132,1,2.2337,-0.7407,32.4224,196.366,1.3917
polynomial,2,1,0,AICc,avg,1,0.1,0.1,148.4132,1,2.1266,-0.8254,86.0474,66.29,1.5383
polynomial,2,1,0.05,AICc,avg,1,0.09,0.085,148.4132,1,2.3495,-0.6897,41.3023,58.7461,1.5243
polynomial,2,1,0.1,AICc,avg,1,0.08,0.06,148.4132,1,1.8371,-0.7599,41.2759,29.8206,1.767
polynomial,2,1,0.15,AICc,avg,1,0.105,0.095,148.4132,1,2.0687,-0.587,21.0556,71.8633,1.4743
polynomial,2,1,0.2,AICc,avg,1,0.095,0.1,148.4132,1,2.0242,-0.7073,26.2617,39.3403,1.4376
polynomial,2,1,0.25,AICc,avg,1,0.11,0.11,148.4132,1,2.2311,-1.0172,35.8397,43.7725,1.8157
polynomial,2,1,0.3,AICc,avg,1,0.1,0.09,148.4132,1,2.1341,-0.6743,35.8391,49.3261,1.4718
polynomial,2,1,0.4,AICc,avg,1,0.075,0.07,148.4132,1,2.1398,-0.8499,36.2665,53.6097,1.7508
polynomial,2,1,0.5,AICc,avg,1,0.12,0.12,148.4132,1,2.265,-0.9111,88.3013,89.0196,1.6994
polynomial,2,1,0.6,AICc,avg,1,0.08,0.065,148.4132,1,1.9697,-0.7284,27.0337,34.0901,1.5388
polynomial,2,1,0.7,AICc,avg,1,0.08,0.085,148.4132,1,1.9868,-0.676,50.2433,79.1411,1.3782
polynomial,2,1,0.8,AICc,avg,1,0.085,0.08,148.4132,1,2.1959,-0.6536,44.5677,53.3376,1.3747
polynomial,2,1,0.9,AICc,avg,1,0.11,0.11,148.4132,1,2.3712,-0.9388,33.5392,70.6225,1.5382
polynomial,2,1,1,AICc,avg,1,0.065,0.06,148.4132,1,1.9558,-0.8813,132.0777,132.5873,1.7314
polynomial,2,1,0,GCVc,avg,1,0.06,0.06,148.4132,1,2.0959,-0.875,61.6451,37.1404,1.5198
polynomial,2,1,0.05,GCVc,avg,1,0.12,0.12,148.4132,1,2.4386,-0.412,35.2309,61.5875,1.2228
polynomial,2,1,0.1,GCVc,avg,1,0.07,0.08,148.4132,1,2.2311,-0.562,31.4237,44.0469,1.4542
polynomial,2,1,0.15,GCVc,avg,1,0.09,0.095,148.4132,1,2.3418,-0.829,42.9673,46.3282,1.6362
polynomial,2,1,0.2,GCVc,avg,1,0.04,0.04,148.4132,1,2.0178,-0.7025,25.7503,46.9471,1.5013
polynomial,2,1,0.25,GCVc,avg,1,0.095,0.09,148.4132,1,2.395,-1.1136,41.6196,47.2048,1.6018
polynomial,2,1,0.3,GCVc,avg,1,0.12,0.115,148.4132,1,2.3209,-0.9066,36.5119,58.4423,1.5501
polynomial,2,1,0.4,GCVc,avg,1,0.065,0.06,148.4132,1,2.3435,-0.7594,108.553,177.8323,1.5207
polynomial,2,1,0.5,GCVc,avg,1,0.065,0.08,148.4132,1,2.1179,-0.6023,29.182,144.1026,1.4109
polynomial,2,1,0.6,GCVc,avg,1,0.06,0.06,148.4132,1,2.2178,-0.7548,42.1617,97.3016,1.5613
polynomial,2,1,0.7,GCVc,avg,1,0.075,0.08,148.4132,1,2.2944,-0.7641,42.6557,54.0288,1.4429
polynomial,2,1,0.8,GCVc,avg,1,0.115,0.105,148.4132,1,2.3683,-0.712,53.7758,35.6359,1.5075
polynomial,2,1,0.9,GCVc,avg,1,0.08,0.075,148.4132,1,2.2087,-0.9603,62.671,64.23,1.8106
polynomial,2,1,1,GCVc,avg,1,0.055,0.055,148.4132,1,2.2203,-1.0392,83.0622,53.1535,1.7289
polynomial,2,1,0,gmpml,avg,1,0.105,0.095,148.4132,1,2.0008,-0.9407,39.8632,69.3386,1.6193
polynomial,2,1,0.05,gmpml,avg,1,0.11,0.095,148.4132,1,1.7035,-0.9299,44.7752,61.3587,1.6823
polynomial,2,1,0.1,gmpml,avg,1,0.055,0.065,148.4132,1,1.7397,-0.8681,158.0082,66.4561,1.8183
polynomial,2,1,0.15,gmpml,avg,1,0.14,0.115,148.4132,1,2.2225,-0.7641,33.4874,62.0068,1.5906
polynomial,2,1,0.2,gmpml,avg,1,0.075,0.07,148.4132,1,1.9804,-0.5279,23.8861,43.057,1.5741
polynomial,2,1,0.25,gmpml,avg,1,0.12,0.12,148.4132,1,1.9725,-0.7649,42.6511,40.1564,1.804
polynomial,2,1,0.3,gmpml,avg,1,0.105,0.1,148.4132,1,1.8061,-0.6027,27.5923,34.5511,1.432
polynomial,2,1,0.4,gmpml,avg,1,0.065,0.07,148.4132,1,2.1389,-1.0763,151.3578,190.981,1.7219
polynomial,2,1,0.5,gmpml,avg,1,0.095,0.1,148.4132,1,2.0868,-0.8267,29.5013,38.3522,1.7323
polynomial,2,1,0.6,gmpml,avg,1,0.1,0.095,148.4132,1,1.6723,-0.5562,71.1604,39.9509,1.5034
polynomial,2,1,0.7,gmpml,avg,1,0.12,0.11,148.4132,1,2.1363,-0.6102,1150.4527,197.5138,1.5281
polynomial,2,1,0.8,gmpml,avg,1,0.075,0.065,148.4132,1,1.6777,-1.1276,66.256,58.625,1.9551
polynomial,2,1,0.9,gmpml,avg,1,0.085,0.09,148.4132,1,1.8961,-0.8885,41.7181,41.2172,1.8863
polynomial,2,1,1,gmpml,avg,1,0.115,0.11,148.4132,1,2.1072,-0.8279,46.3824,52.4567,1.7095
polynomial,2,1,0,loocv,avg,1,0.105,0.1,119.2151,1,1.8679,-0.7663,39.3087,72.1297,1.7969
polynomial,2,1,0.05,loocv,avg,1,0.14,0.135,148.4132,1,1.8231,-0.9909,96.4146,52.4027,1.8662
polynomial,2,1,0.1,loocv,avg,1,0.12,0.105,148.4132,1,1.8573,-0.8127,41.2412,49.9346,1.5291
polynomial,2,1,0.15,loocv,avg,1,0.09,0.09,148.4132,1,1.892,-0.8943,200.9416,90.7344,1.9371
polynomial,2,1,0.2,loocv,avg,1,0.085,0.085,9.7858,1,1.956,-0.8938,51.6904,55.1932,1.6382
polynomial,2,1,0.25,loocv,avg,1,0.115,0.11,148.4132,1,1.9049,-0.5472,27.9406,26.0984,1.6267
polynomial,2,1,0.3,loocv,avg,1,0.065,0.075,148.4132,1,1.9049,-0.8846,55.3782,52.7668,1.8469
polynomial,2,1,0.4,loocv,avg,1,0.075,0.08,148.4132,1,1.8384,-0.8002,154.2609,56.9808,1.8337
polynomial,2,1,0.5,loocv,avg,1,0.105,0.095,148.4132,1,1.8966,-0.8985,38.8611,47.1577,1.7764
polynomial,2,1,0.6,loocv,avg,1,0.08,0.065,148.4132,1,1.8334,-0.646,32.3865,48.034,1.6708
polynomial,2,1,0.7,loocv,avg,1,0.09,0.08,148.4132,1,1.7306,-0.9971,83.4039,164.4589,1.9322
polynomial,2,1,0.8,loocv,avg,1,0.07,0.075,148.4132,1,2.0205,-0.8646,44.7255,33.8571,1.9098
polynomial,2,1,0.9,loocv,avg,1,0.09,0.09,148.4132,1,1.8888,-0.9551,43.2927,49.369,2.0041
polynomial,2,1,1,loocv,avg,1,0.095,0.105,20.0855,1,1.9193,-1.1826,705.4067,108.2492,1.9868
polynomial,3,1.5,0,AIC,avg,1,0.095,0.1,148.4132,1,3.6224,-0.608,30.4102,130.5207,1.3908
polynomial,3,1.5,0.05,AIC,avg,1,0.08,0.08,148.4132,1,3.552,-0.8886,34.9399,526.3436,1.5089
polynomial,3,1.5,0.1,AIC,avg,1,0.075,0.08,148.4132,1,3.6932,-0.6568,28.2615,107.5629,1.3443
polynomial,3,1.5,0.15,AIC,avg,1,0.075,0.08,148.4132,1,4.0905,-0.5343,29.9526,107.967,1.3602
polynomial,3,1.5,0.2,AIC,avg,1,0.08,0.08,148.4132,1,3.3276,-0.927,30.4876,112.3242,1.5398
polynomial,3,1.5,0.25,AIC,avg,1,0.09,0.09,148.4132,1,3.2912,-0.9757,59.8817,75.0186,1.8248
polynomial,3,1.5,0.3,AIC,avg,1,0.11,0.11,148.4132,1,3.9753,-1.0351,52.4617,247.7012,1.6978
polynomial,3,1.5,0.4,AIC,avg,1,0.095,0.085,148.4132,1,3.5929,-0.7057,35.5802,68.77,1.5098
polynomial,3,1.5,0.5,AIC,avg,1,0.08,0.085,148.4132,1,4.0038,-0.8322,157.2052,2182.575,1.3556
polynomial,3,1.5,0.6,AIC,avg,1,0.08,0.1,148.4132,1,3.4196,-1.1619,127.6126,189.7257,1.6382
polynomial,3,1.5,0.7,AIC,avg,1,0.06,0.06,148.4132,1,4.0152,-0.9778,44.4964,108.3681,1.5499
polynomial,3,1.5,0.8,AIC,avg,1,0.065,0.06,148.4132,1,4.0704,-0.7792,56.2387,191.8428,1.4374
polynomial,3,1.5,0.9,AIC,avg,1,0.08,0.09,148.4132,1,4.1132,-0.5906,22.188,85.1243,1.1773
polynomial,3,1.5,1,AIC,avg,1,0.055,0.05,148.4132,1,2.9294,-1.0032,101.1993,295.1258,1.699
polynomial,3,1.5,0,BIC,avg,1,0.08,0.075,148.4132,1,1.5447,-0.7889,30.8399,57.4779,1.5696
polynomial,3,1.5,0.05,BIC,avg,1,0.1,0.09,148.4132,1,1.7328,-0.7491,53.3648,55.8927,1.7557
polynomial,3,1.5,0.1,BIC,avg,1,0.095,0.095,148.4132,1,1.4904,-0.8826,49.9019,669.4605,1.729
polynomial,3,1.5,0.15,BIC,avg,1,0.08,0.065,148.4132,1,1.4745,-0.4669,131.5722,106.4399,1.5486
polynomial,3,1.5,0.2,BIC,avg,1,0.105,0.11,148.4132,1,1.5359,-1.0425,48.4295,33.0851,2.0961
polynomial,3,1.5,0.25,BIC,avg,1,0.095,0.09,148.4132,1,1.7046,-0.5838,51.1383,52.6589,1.4621
polynomial,3,1.5,0.3,BIC,avg,1,0.1,0.1,148.4132,1,1.7243,-0.7067,30.5612,48.7432,1.6368
polynomial,3,1.5,0.4,BIC,avg,1,0.085,0.08,148.4132,1,1.5853,-1.0814,68.7057,88.7581,2.0483
