method p l int.effect mode strategy n power
polynomial 1 0.5 0 AICc average 100 0.04
polynomial 1 0.5 0 AICc erm 100 0.06
polynomial 1 0.5 0 AICc exp 100 0.055
polynomial 1 0.5 0 GCVc average 100 0.04
polynomial 1 0.5 0 GCVc erm 100 0.045
polynomial 1 0.5 0 GCVc exp 100 0.04
polynomial 1 0.5 0 gmpml average 100 0.07
polynomial 1 0.5 0 gmpml erm 100 0.055
polynomial 1 0.5 0 gmpml exp 100 0.04
polynomial 1 0.5 0 loocv average 100 0.085
polynomial 1 0.5 0 loocv erm 100 0.06
polynomial 1 0.5 0 loocv exp 100 0.035
polynomial 1 0.5 0.1 AICc average 100 1
polynomial 1 0.5 0.1 AICc erm 100 1
polynomial 1 0.5 0.1 AICc exp 100 1
polynomial 1 0.5 0.1 GCVc average 100 1
polynomial 1 0.5 0.1 GCVc erm 100 1
polynomial 1 0.5 0.1 GCVc exp 100 1
polynomial 1 0.5 0.1 gmpml average 100 1
polynomial 1 0.5 0.1 gmpml erm 100 1
polynomial 1 0.5 0.1 gmpml exp 100 1
polynomial 1 0.5 0.1 loocv average 100 1
polynomial 1 0.5 0.1 loocv erm 100 1
polynomial 1 0.5 0.1 loocv exp 100 1
polynomial 1 0.5 0.2 AICc average 100 1
polynomial 1 0.5 0.2 AICc erm 100 1
polynomial 1 0.5 0.2 AICc exp 100 1
polynomial 1 0.5 0.2 GCVc average 100 1
polynomial 1 0.5 0.2 GCVc erm 100 1
polynomial 1 0.5 0.2 GCVc exp 100 1
polynomial 1 0.5 0.2 gmpml average 100 1
polynomial 1 0.5 0.2 gmpml erm 100 1
polynomial 1 0.5 0.2 gmpml exp 100 1
polynomial 1 0.5 0.2 loocv average 100 1
polynomial 1 0.5 0.2 loocv erm 100 1
polynomial 1 0.5 0.2 loocv exp 100 1
polynomial 1 0.5 0.3 AICc average 100 1
polynomial 1 0.5 0.3 AICc erm 100 1
polynomial 1 0.5 0.3 AICc exp 100 1
polynomial 1 0.5 0.3 GCVc average 100 1
polynomial 1 0.5 0.3 GCVc erm 100 1
polynomial 1 0.5 0.3 GCVc exp 100 1
polynomial 1 0.5 0.3 gmpml average 100 1
polynomial 1 0.5 0.3 gmpml erm 100 1
polynomial 1 0.5 0.3 gmpml exp 100 1
polynomial 1 0.5 0.3 loocv average 100 1
polynomial 1 0.5 0.3 loocv erm 100 1
polynomial 1 0.5 0.3 loocv exp 100 1
polynomial 2 1 0 AICc average 100 0.05
polynomial 2 1 0 AICc erm 100 0.03
polynomial 2 1 0 AICc exp 100 0.04
polynomial 2 1 0 GCVc average 100 0.055
polynomial 2 1 0 GCVc erm 100 0.055
polynomial 2 1 0 GCVc exp 100 0.05
polynomial 2 1 0 gmpml average 100 0.03
polynomial 2 1 0 gmpml erm 100 0.065
polynomial 2 1 0 gmpml exp 100 0.045
polynomial 2 1 0 loocv average 100 0.065
polynomial 2 1 0 loocv erm 100 0.055
polynomial 2 1 0 loocv exp 100 0.05
polynomial 2 1 0.1 AICc average 100 0.815
polynomial 2 1 0.1 AICc erm 100 0.76
polynomial 2 1 0.1 AICc exp 100 0.855
polynomial 2 1 0.1 GCVc average 100 0.745
