V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
polynomial,2,1,0.3,GCVc,erm,4,0.055,0.05,0.3679,1,4.3356,4.1359,1.2148,1.5392,0.864
polynomial,2,1,0.4,GCVc,erm,4,0.055,0.06,0.2231,1,4.2559,4.1246,1.2243,1.5714,0.8492
polynomial,2,1,0.5,GCVc,erm,4,0.05,0.055,0.3679,1,3.8568,4.125,1.2281,1.5048,0.8728
polynomial,2,1,0.6,GCVc,erm,4,0.035,0.04,0.6065,1,3.6358,4.1167,1.2379,1.5574,0.8778
polynomial,2,1,0.7,GCVc,erm,4,0.08,0.07,0.3679,1,4.0461,4.1182,1.2307,1.4991,0.8774
polynomial,2,1,0.8,GCVc,erm,4,0.07,0.07,0.3679,1,4.4523,4.0952,1.242,2.292,0.8702
polynomial,2,1,0.9,GCVc,erm,4,0.045,0.045,0.3679,1,3.8782,4.1229,1.2303,1.508,0.8737
polynomial,2,1,1,GCVc,erm,4,0.065,0.06,0.2231,1,4.3059,4.1078,1.2318,1.5165,0.8739
polynomial,2,1,0,gmpml,avg,4,0.035,0.03,76.4474,1,2.7688,4.1103,1.2547,1.3268,0.9661
polynomial,2,1,0.05,gmpml,avg,4,0.035,0.04,148.4132,1,2.7178,4.108,1.2535,1.3047,0.9788
polynomial,2,1,0.1,gmpml,avg,4,0.04,0.04,148.4132,1,2.9269,4.1247,1.2437,1.3244,0.9566
polynomial,2,1,0.15,gmpml,avg,4,0.075,0.06,3.0652,1,3.5259,4.1252,1.2372,1.3381,0.9447
polynomial,2,1,0.2,gmpml,avg,4,0.06,0.06,4.4817,1,3.2404,4.1264,1.2357,1.3062,0.9631
polynomial,2,1,0.25,gmpml,avg,4,0.045,0.04,148.4132,1,3.0045,4.1388,1.2327,1.3184,0.9531
polynomial,2,1,0.3,gmpml,avg,4,0.045,0.045,148.4132,1,3.2533,4.1257,1.2368,1.3535,0.9351
polynomial,2,1,0.4,gmpml,avg,4,0.045,0.045,148.4132,1,2.9754,4.11,1.2527,1.3259,0.9668
polynomial,2,1,0.5,gmpml,avg,4,0.055,0.045,5.9354,1,3.2772,4.1278,1.2333,1.3171,0.9529
polynomial,2,1,0.6,gmpml,avg,4,0.045,0.035,1.6487,1,3.5398,4.1216,1.2362,1.3312,0.9515
polynomial,2,1,0.7,gmpml,avg,4,0.04,0.04,148.4132,1,2.9333,4.1393,1.2343,1.304,0.9608
