V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
rbf,1,0.5,0.2,AICc,avg,1,0.085,0.08,0.0067,1,34.5727,11.7198,0.0186,0.377,0.0528
rbf,1,0.5,0.25,AICc,avg,1,0.11,0.08,0.0111,1,32.081,11.5051,0.0215,0.3702,0.0624
rbf,1,0.5,0.3,AICc,avg,1,0.05,0.055,0.0111,1,29.8392,11.2552,0.0252,0.3638,0.0742
rbf,1,0.5,0.4,AICc,avg,1,0.06,0.065,0.0111,1,26.1623,10.9116,0.0314,0.3384,0.1026
rbf,1,0.5,0.5,AICc,avg,1,0.095,0.09,0.0183,1,22.8903,10.5794,0.0388,0.3118,0.1378
rbf,1,0.5,0.6,AICc,avg,1,0.05,0.07,0.0302,1,19.4504,10.331,0.0459,0.2866,0.1811
rbf,1,0.5,0.7,AICc,avg,1,0.075,0.095,0.0302,1,17.5727,10.0735,0.0534,0.2694,0.2301
rbf,1,0.5,0.8,AICc,avg,1,0.06,0.075,0.0302,1,15.473,9.8621,0.0609,0.2484,0.2865
rbf,1,0.5,0.9,AICc,avg,1,0.065,0.095,0.0498,1,13.0582,9.6888,0.0683,0.2191,0.3673
rbf,1,0.5,1,AICc,avg,1,0.06,0.08,0.0498,1,12.0317,9.5257,0.0751,0.2218,0.4132
rbf,1,0.5,0,GCVc,avg,1,0.035,0.035,9e-04,1,63.5982,12.9624,0.0056,0.4699,0.0125
rbf,1,0.5,0.05,GCVc,avg,1,0.055,0.04,9e-04,1,61.6547,12.8205,0.0063,0.4706,0.0141
rbf,1,0.5,0.1,GCVc,avg,1,0.09,0.11,0.0015,1,57.8804,12.5507,0.0079,0.4555,0.0184
rbf,1,0.5,0.15,GCVc,avg,1,0.09,0.09,0.0025,1,53.3752,12.179,0.0105,0.4628,0.0244
rbf,1,0.5,0.2,GCVc,avg,1,0.11,0.155,0.0025,1,49.3342,11.8604,0.0134,0.437,0.0335
rbf,1,0.5,0.25,GCVc,avg,1,0.095,0.165,0.0041,1,44.9861,11.6075,0.0165,0.4397,0.0404
rbf,1,0.5,0.3,GCVc,avg,1,0.105,0.145,0.0041,1,41.053,11.3483,0.0202,0.4212,0.0516
rbf,1,0.5,0.4,GCVc,avg,1,0.14,0.205,0.0067,1,35.0215,10.9532,0.0271,0.3936,0.0739
rbf,1,0.5,0.5,GCVc,avg,1,0.085,0.135,0.0111,1,29.8598,10.6156,0.0346,0.3644,0.1059
rbf,1,0.5,0.6,GCVc,avg,1,0.09,0.11,0.0183,1,25.7548,10.3591,0.0417,0.3387,0.1374
rbf,1,0.5,0.7,GCVc,avg,1,0.105,0.14,0.0183,1,22.6962,10.0892,0.0497,0.3219,0.1759
rbf,1,0.5,0.8,GCVc,avg,1,0.11,0.16,0.0183,1,20.1525,9.8956,0.0566,0.3089,0.2195
rbf,1,0.5,0.9,GCVc,avg,1,0.06,0.09,0.0302,1,18.0334,9.6885,0.0644,0.2881,0.2605
rbf,1,0.5,1,GCVc,avg,1,0.065,0.11,0.0302,1,15.6021,9.5418,0.0714,0.2667,0.3291
rbf,1,0.5,0,gmpml,avg,1,0.02,0.055,3e-04,1,75.1477,12.8657,0.004,0.4837,0.0087
rbf,1,0.5,0.05,gmpml,avg,1,0.02,0.04,3e-04,1,73.1853,12.7256,0.0046,0.4877,0.01
rbf,1,0.5,0.1,gmpml,avg,1,0.07,0.13,6e-04,1,69.7507,12.45,0.006,0.4835,0.013
rbf,1,0.5,0.15,gmpml,avg,1,0.095,0.175,9e-04,1,64.6435,12.1385,0.0082,0.495,0.0175
rbf,1,0.5,0.2,gmpml,avg,1,0.08,0.17,0.0015,1,58.8479,11.8131,0.0111,0.4673,0.0256
rbf,1,0.5,0.25,gmpml,avg,1,0.105,0.17,0.0015,1,53.9233,11.5662,0.0141,0.4678,0.032
rbf,1,0.5,0.3,gmpml,avg,1,0.09,0.215,0.0025,1,49.5614,11.3089,0.0176,0.4557,0.0417
rbf,1,0.5,0.4,gmpml,avg,1,0.085,0.175,0.0041,1,42.7017,10.9019,0.0245,0.4311,0.0616
rbf,1,0.5,0.5,gmpml,avg,1,0.06,0.135,0.0067,1,36.7869,10.5932,0.0315,0.4074,0.0869
rbf,1,0.5,0.6,gmpml,avg,1,0.07,0.125,0.0067,1,32.6276,10.3048,0.0388,0.3934,0.1133
rbf,1,0.5,0.7,gmpml,avg,1,0.09,0.16,0.0111,1,28.1586,10.0658,0.0467,0.379,0.1445
rbf,1,0.5,0.8,gmpml,avg,1,0.09,0.14,0.0183,1,24.4234,9.8532,0.0546,0.3459,0.1795
rbf,1,0.5,0.9,gmpml,avg,1,0.11,0.15,0.0183,1,21.3459,9.6746,0.0622,0.3245,0.2328
rbf,1,0.5,1,gmpml,avg,1,0.09,0.11,0.0302,1,18.4451,9.5078,0.0701,0.3067,0.2985
