"n","method","p","l","int_effect","mode","strategy","beta","d"
100,"matern",1,1.5,0,"loocv","erm","min",5
100,"matern",2,1.5,0,"loocv","erm","min",5
100,"matern",1,0.5,0.05,"loocv","erm","min",5
100,"matern",2,0.5,0.05,"loocv","erm","min",5
100,"matern",1,1,0.05,"loocv","erm","min",5
100,"matern",2,1,0.05,"loocv","erm","min",5
100,"matern",1,1.5,0.05,"loocv","erm","min",5
100,"matern",2,1.5,0.05,"loocv","erm","min",5
100,"matern",1,0.5,0.1,"loocv","erm","min",5
100,"matern",2,0.5,0.1,"loocv","erm","min",5
100,"matern",1,1,0.1,"loocv","erm","min",5
100,"matern",2,1,0.1,"loocv","erm","min",5
100,"matern",1,1.5,0.1,"loocv","erm","min",5
100,"matern",2,1.5,0.1,"loocv","erm","min",5
100,"matern",1,0.5,0.15,"loocv","erm","min",5
100,"matern",2,0.5,0.15,"loocv","erm","min",5
100,"matern",1,1,0.15,"loocv","erm","min",5
100,"matern",2,1,0.15,"loocv","erm","min",5
100,"matern",1,1.5,0.15,"loocv","erm","min",5
100,"matern",2,1.5,0.15,"loocv","erm","min",5
100,"matern",1,0.5,0.2,"loocv","erm","min",5
100,"matern",2,0.5,0.2,"loocv","erm","min",5
100,"matern",1,1,0.2,"loocv","erm","min",5
100,"matern",2,1,0.2,"loocv","erm","min",5
100,"matern",1,1.5,0.2,"loocv","erm","min",5
100,"matern",2,1.5,0.2,"loocv","erm","min",5
100,"matern",1,0.5,0.25,"loocv","erm","min",5
100,"matern",2,0.5,0.25,"loocv","erm","min",5
100,"matern",1,1,0.25,"loocv","erm","min",5
100,"matern",2,1,0.25,"loocv","erm","min",5
100,"matern",1,1.5,0.25,"loocv","erm","min",5
100,"matern",2,1.5,0.25,"loocv","erm","min",5
100,"matern",1,0.5,0.3,"loocv","erm","min",5
100,"matern",2,0.5,0.3,"loocv","erm","min",5
100,"matern",1,1,0.3,"loocv","erm","min",5
100,"matern",2,1,0.3,"loocv","erm","min",5
100,"matern",1,1.5,0.3,"loocv","erm","min",5
100,"matern",2,1.5,0.3,"loocv","erm","min",5
100,"matern",1,0.5,0.4,"loocv","erm","min",5
100,"matern",2,0.5,0.4,"loocv","erm","min",5
100,"matern",1,1,0.4,"loocv","erm","min",5
100,"matern",2,1,0.4,"loocv","erm","min",5
100,"matern",1,1.5,0.4,"loocv","erm","min",5
100,"matern",2,1.5,0.4,"loocv","erm","min",5
100,"matern",1,0.5,0.5,"loocv","erm","min",5
100,"matern",2,0.5,0.5,"loocv","erm","min",5
100,"matern",1,1,0.5,"loocv","erm","min",5
100,"matern",2,1,0.5,"loocv","erm","min",5
100,"matern",1,1.5,0.5,"loocv","erm","min",5
100,"matern",2,1.5,0.5,"loocv","erm","min",5
100,"matern",1,0.5,0.6,"loocv","erm","min",5
100,"matern",2,0.5,0.6,"loocv","erm","min",5
100,"matern",1,1,0.6,"loocv","erm","min",5
100,"matern",2,1,0.6,"loocv","erm","min",5
100,"matern",1,1.5,0.6,"loocv","erm","min",5
100,"matern",2,1.5,0.6,"loocv","erm","min",5
100,"matern",1,0.5,0.7,"loocv","erm","min",5
100,"matern",2,0.5,0.7,"loocv","erm","min",5
100,"matern",1,1,0.7,"loocv","erm","min",5
100,"matern",2,1,0.7,"loocv","erm","min",5
100,"matern",1,1.5,0.7,"loocv","erm","min",5
100,"matern",2,1.5,0.7,"loocv","erm","min",5
100,"matern",1,0.5,0.8,"loocv","erm","min",5
100,"matern",2,0.5,0.8,"loocv","erm","min",5
100,"matern",1,1,0.8,"loocv","erm","min",5
100,"matern",2,1,0.8,"loocv","erm","min",5
100,"matern",1,1.5,0.8,"loocv","erm","min",5
100,"matern",2,1.5,0.8,"loocv","erm","min",5
100,"matern",1,0.5,0.9,"loocv","erm","min",5
100,"matern",2,0.5,0.9,"loocv","erm","min",5
100,"matern",1,1,0.9,"loocv","erm","min",5
100,"matern",2,1,0.9,"loocv","erm","min",5
100,"matern",1,1.5,0.9,"loocv","erm","min",5
100,"matern",2,1.5,0.9,"loocv","erm","min",5
100,"matern",1,0.5,1,"loocv","erm","min",5
100,"matern",2,0.5,1,"loocv","erm","min",5
100,"matern",1,1,1,"loocv","erm","min",5
100,"matern",2,1,1,"loocv","erm","min",5
100,"matern",1,1.5,1,"loocv","erm","min",5
100,"matern",2,1.5,1,"loocv","erm","min",5
