method	p	l	int.effect	mode	strategy	n	power
polynomial	1	0.5	0	loocv	erm	100	0.09
polynomial	1	0.5	0	loocv	average	100	0.075
polynomial	1	0.5	0	AICc	erm	100	0.04
polynomial	1	0.5	0	AICc	average	100	0.07
polynomial	1	0.5	0	GCVc	erm	100	0.05
polynomial	1	0.5	0	GCVc	average	100	0.05
polynomial	1	0.5	0	gmpml	erm	100	0.06
polynomial	1	0.5	0	gmpml	average	100	0.065
polynomial	1	0.5	0.1	loocv	erm	100	0.81
polynomial	1	0.5	0.1	loocv	average	100	0.94
polynomial	1	0.5	0.1	AICc	erm	100	0.915
polynomial	1	0.5	0.1	AICc	average	100	1
polynomial	1	0.5	0.1	GCVc	erm	100	0.96
polynomial	1	0.5	0.1	GCVc	average	100	0.995
polynomial	1	0.5	0.1	gmpml	erm	100	0.99
polynomial	1	0.5	0.1	gmpml	average	100	1
polynomial	1	0.5	0.2	loocv	erm	100	0.905
polynomial	1	0.5	0.2	loocv	average	100	0.97
polynomial	1	0.5	0.2	AICc	erm	100	0.975
polynomial	1	0.5	0.2	AICc	average	100	1
polynomial	1	0.5	0.2	GCVc	erm	100	0.99
polynomial	1	0.5	0.2	GCVc	average	100	1
polynomial	1	0.5	0.2	gmpml	erm	100	1
polynomial	1	0.5	0.2	gmpml	average	100	1
polynomial	1	0.5	0.3	loocv	erm	100	0.895
polynomial	1	0.5	0.3	loocv	average	100	0.965
polynomial	1	0.5	0.3	AICc	erm	100	1
polynomial	1	0.5	0.3	AICc	average	100	1
polynomial	1	0.5	0.3	GCVc	erm	100	1
polynomial	1	0.5	0.3	GCVc	average	100	1
polynomial	1	0.5	0.3	gmpml	erm	100	1
polynomial	1	0.5	0.3	gmpml	average	100	1
polynomial	2	1	0	loocv	erm	100	0.045
polynomial	2	1	0	loocv	average	100	0.05
polynomial	2	1	0	AICc	erm	100	0.05
polynomial	2	1	0	AICc	average	100	0.065
polynomial	2	1	0	GCVc	erm	100	0.035
polynomial	2	1	0	GCVc	average	100	0.07
polynomial	2	1	0	gmpml	erm	100	0.08
polynomial	2	1	0	gmpml	average	100	0.035
polynomial	2	1	0.1	loocv	erm	100	0.48
polynomial	2	1	0.1	loocv	average	100	0.505
polynomial	2	1	0.1	AICc	erm	100	0.68
polynomial	2	1	0.1	AICc	average	100	0.645
polynomial	2	1	0.1	GCVc	erm	100	0.665
polynomial	2	1	0.1	GCVc	average	100	0.65
polynomial	2	1	0.1	gmpml	erm	100	0.715
polynomial	2	1	0.1	gmpml	average	100	0.655
polynomial	2	1	0.2	loocv	erm	100	0.545
polynomial	2	1	0.2	loocv	average	100	0.485
polynomial	2	1	0.2	AICc	erm	100	0.79
polynomial	2	1	0.2	AICc	average	100	0.805
polynomial	2	1	0.2	GCVc	erm	100	0.79
polynomial	2	1	0.2	GCVc	average	100	0.83
polynomial	2	1	0.2	gmpml	erm	100	0.865
polynomial	2	1	0.2	gmpml	average	100	0.82
polynomial	2	1	0.3	loocv	erm	100	0.515
polynomial	2	1	0.3	loocv	average	100	0.46
