linear.pvalue gaussian.pvalue quadratic.pvalue linear.boost.stat gaussian.boost.stat quadratic.boost.stat linear.true.stat gaussian.true.stat quadratic.true.stat
0 0 1 7.72219988335977 12248.3662873097 2666.47433648298 127.305370468741 28528.3213852931 2626.16749439725
1 1 1 25.8499971918218 30615.6681899086 16205.4283798234 4.96768175856892 14393.1275718835 183.638176662786
0 1 0 33.6048375977029 15833.2059456897 295.301626016423 38.4817170672791 7827.69292648301 945.661766448197
0 0 1 3.93919643129918 12235.8323855013 15640.0878656887 17.115085161941 46130.8112537813 1499.49308988492
0 1 1 59.3050659995679 38447.0290873574 1090.04871201775 116.311237825901 20954.4086057302 487.825662534915
1 1 1 10.4573436634036 79385.8821357761 727.211179761837 5.82157609756805 17963.6380727646 333.628725211391
0 0 1 83.9497088217231 16772.5414084451 141948.582946118 89.2388311006632 59488.7036993469 578.690069105271
0 0 0 87.9865392243619 16082.6314628805 232.913266218697 90.9863116810789 34889.513741848 5355.81116792711
0 1 0 217.285204504324 52561.5309338608 415.965882045476 317.941267415966 31247.1416294493 248164.188021345
0 0 0 47.9674816330762 8680.65479246236 191.066781724987 233.902981572456 19779.3507466093 182169.03884934
0 0 1 46.5823551278749 30210.6146295081 4313.33818080723 206.909917993628 47232.7450804173 1695.66669490492
1 1 0 6.30956475597011 13642.7701815774 3603.88108361784 3.49258660346123 5880.68589017529 5887.29586538767
0 1 1 574.551905301531 7581.66966611699 447.287451822172 3351.11107493128 2201.97896625427 80.7703298151547
1 1 0 27.8201196731179 68350.3222515916 565.149824324947 9.30852020512866 27461.0377095619 222927.741084918
0 1 1 32.6860922417671 18188.3048353197 405.097258216805 231.056949613263 13112.5988357966 318.474699539604
1 0 0 498.509481305922 35830.3345444408 198.77770738737 77.5076807648913 43847.5602832521 89736.8411981387
0 0 1 60.2020815668329 17110.4182089881 28049.6846496871 69.6146718919393 99246.6727499139 1329.25653307905
0 0 0 23.4394100571334 6885.12920824786 146.58986388203 45.0939732224343 23747.5717856444 488.192717529977
0 1 0 1419.28146610327 10049.0133277477 1450.81483722763 4402.83698897639 1913.34192643332 56795.652459213
1 0 0 108.869550432721 22647.2202740213 570.783759612058 81.6670797360581 29423.3249868962 9114.06933995786
0 1 0 42.8895890829581 66993.7173167981 2084.71248672424 92.1945604691348 39511.4395218416 57331.5521265758
0 1 0 11.4940314224013 6444.00663706627 297.580103783671 25.241252169461 5509.7583951529 15165.5466583381
0 1 1 9.51128673532832 65013.1743221684 884.286345547103 34.1301102062066 3872.5265808422 31.9538285477631
1 1 0 23.5596773252533 18718.1921371041 126.861130148368 12.1513127699527 18235.2955448135 264.471548519439
1 1 1 34.9566460894493 18892.1141095782 62234.9212443008 19.2873967103526 9139.70567838558 1324.79437850213
1 0 0 235.514806665842 16377.823934948 475.771022629485 114.164473384722 29554.2694181581 1269.81749237814
0 1 0 14.3108423326857 38213.5154210298 4629.01262673679 221.143873848157 24678.4379128148 29324.2159229023
1 1 1 122.357734656195 26047.3029173383 129923.751495706 99.4754548176488 18482.8653177463 1901.98948845161
