linear.pvalue quadratic.pvalue linear.boost.stat quadratic.boost.stat linear.true.stat quadratic.true.stat
0 0 5.95923044746192e-07 0.00133269496176463 3.70665364100916e-06 0.00134934098451933
1 0 2.07749579628869e-05 0.00294591150655078 1.61583245079263e-05 0.00318513598636699
1 1 2.23316696404339e-05 0.00297908798290371 2.15751290037491e-05 0.00293402643225468
0 0 3.32239986295985e-05 0.00824212689167859 3.47877470231962e-05 0.00865142319446107
0 0 4.15730509950694e-05 0.00574547153707975 4.55192151186227e-05 0.00619901822854773
0 1 6.61434171975152e-05 0.0164013076030418 6.63009455742073e-05 0.0156830714812414
0 1 1.28166373562917e-05 0.00451485194598342 1.62308001492585e-05 0.00423691407462201
1 1 1.53223327539576e-05 0.00467015011624706 4.88665224161718e-06 0.0043801046768592
1 0 5.33568363238271e-05 0.00963815874877908 3.74173195137438e-05 0.00982679177317033
1 1 1.4651925381011e-05 0.00518113922006451 1.05799904010317e-05 0.00514244803446764
1 1 4.88680116281148e-05 0.0071776416764402 3.70752586822386e-05 0.0066765140073616
0 1 6.27321264606567e-05 0.00521266308076487 7.57419221356735e-05 0.0043235280757135
0 1 2.45181631968765e-05 0.0067085361741976 3.56827488623773e-05 0.00643746871367648
0 1 1.79896652712916e-05 0.002145244432073 2.69682976287568e-05 0.00212232710980696
1 1 6.32897628147563e-06 0.00553785471409189 3.40271105531323e-06 0.00518646082127422
0 0 4.16574759107137e-06 0.00107379982747923 5.2120656857149e-06 0.0012261003536813
1 0 1.56630987685464e-05 0.00247004416372687 1.20886079384574e-05 0.00273506037850278
1 0 0.000189126975401492 0.0151262678866639 0.000146804699419 0.0167506666830623
0 1 2.66758629769041e-05 0.00350424682746746 2.80122055703984e-05 0.00328473823891093
0 0 3.34037279477978e-05 0.00269259425703799 4.08051823805939e-05 0.00283818242724355
0 0 6.62936659570355e-05 0.007116835412584 7.07259129095504e-05 0.00831200717139421
1 1 3.45764071856737e-05 0.00205857532856623 2.75489431788339e-05 0.00198076649577496
0 0 1.60364560388093e-05 0.00530225802656156 2.05874323505312e-05 0.00566153559350124
1 1 3.72822852619239e-05 0.00295802385526487 1.91158339609097e-05 0.00216116268619479
0 0 5.19621318452883e-05 0.00937543812446228 5.54777045545627e-05 0.00942945468312108
1 0 8.52490571375143e-05 0.00781425201942974 6.73251113515178e-05 0.00860591388716861
1 0 9.69025384793344e-05 0.0116179964011795 9.19865650039223e-05 0.0120633924530084
1 1 4.74744012718973e-05 0.0128730731767493 3.00756834980876e-05 0.0117073995813082
0 0 1.0695039219317e-06 0.00121464707354319 1.91656876744253e-06 0.00136241748885563
0 1 6.29653960941678e-05 0.011672662662673 0.000104059543571998 0.00953675557236873
1 0 8.98087965009883e-06 0.00134550419951206 8.06527118169726e-06 0.00142865158940301
1 0 4.84148640613505e-05 0.0127355957607419 4.63134759386911e-05 0.0135880208911378
1 1 0.000165998414453407 0.00907006568246102 0.000151172039231441 0.00844647354763456
1 1 5.21847148230256e-05 0.0114882703966295 4.5428188361555e-05 0.0109652301429057
1 1 0.000118000275622027 0.00843894709353634 9.58638057950186e-05 0.00830559616338323
0 1 2.10125081607505e-05 0.00290211427333642 2.21504442621342e-05 0.00246264760320831
1 1 5.15502228624362e-05 0.00573533134072555 4.06039440883769e-05 0.00553966709008251
0 1 4.09485497602585e-05 0.00582008874042013 5.48182588691242e-05 0.00534580463977437
1 0 1.87872386494215e-05 0.00186587909561966 1.23849689614179e-05 0.00228987619499975
0 0 9.16498305877827e-05 0.0137575694214727 9.71109614232702e-05 0.0145460346013897
