linear.pvalue gaussian.pvalue quadratic.pvalue linear.boost.stat gaussian.boost.stat quadratic.boost.stat linear.true.stat gaussian.true.stat quadratic.true.stat
0 1 1 3.07628919472075 18348.7826653944 57174.7588237273 3.75730849004633 3494.54218703169 12518.778400022
0 1 1 7.30821378334976 11923.2178241313 47720.5481598006 8.75987412231671 2433.75877295975 46585.2967449118
0 1 1 3.11873577218677 19279.1221889918 40429.8841835337 7.16964755837498 4996.51976240781 524.840014019372
0 0 0 2.2549713793218 10608.5337917401 6570.65843890059 5.58380584626996 19637.5716928282 50095.815129982
0 0 1 18.992266953511 4594.3736281919 3111.77762119797 71.9685471120174 4838.90325804791 681.189066058723
0 0 1 0.550103474134027 11401.3620453067 26392.2879927408 1.87275467767615 26440.5637734143 1292.94660276247
0 1 1 2.51129949416736 7040.13292219029 94342.9385193398 10.4404480328845 3439.77295008041 7698.69777154789
0 1 1 2.55171803788683 7431.2363261797 35516.0886677578 4.92552640978025 7011.48557382971 11186.1640670239
0 0 0 1.04934032445011 14445.2545105387 543.186845652108 12.0112432599167 24311.6244646591 24225.4170844025
0 0 0 2.65565326890901 430.500563650994 8557.35470325826 3.12052910522772 18913.4178264586 59662.0239888859
1 0 0 4.32918836073299 2542.23018567437 4847.39172773126 2.74394643478556 13669.2802084285 62206.2237043791
0 0 0 0.916792248299098 4833.65099891475 37166.1030741353 5.31631583986872 15034.035561856 118038.859425688
0 1 0 0.886669820721481 9999.08827818392 960.602838327011 20.6683198599367 9084.45074449998 26780.8619138588
0 1 1 1.04551818775143 5280.2595554872 2052.95696726032 5.05770264121568 4896.92856053941 1126.67263418589
0 0 0 1.35487250700943 2182.07090272939 56072.6825018003 7.11201092020254 14229.1096928449 87060.0898754682
0 1 1 0.75144698078655 23607.561453819 72625.1515834922 12.7493798779892 1348.62746315612 5345.2733301226
0 1 1 2.19919043679852 8789.85513197239 23699.6552228009 3.01801793399153 7373.00977355958 12187.5129905623
1 0 1 4.90015547295398 3840.43724077302 32510.3201039617 3.0577979858744 24190.128390604 12049.648978384
0 1 1 1.28677348972499 7166.91257479973 57357.2713518509 20.7721658743407 2879.17317141931 52402.7812869661
0 0 1 2.32351219172609 4740.27843327869 75401.8619467847 10.4565873636582 14398.1542951476 40981.6589944462
0 1 0 0.436941537855317 17051.1467547687 26108.5458437506 33.5810882405606 11106.9406721888 55709.7139740423
1 1 0 7.72932557548183 24860.943921246 33597.6860426831 3.5683935273048 14216.4772579252 71376.4257684124
0 1 0 1.28188011984366 10277.6922240871 1350.79971062978 1.76955819241927 8431.72025209636 39362.0307249366
0 1 1 2.48687977850725 11828.2837917561 57498.9493404448 6.1177126153647 2961.90477880888 25820.1344066142
0 0 1 3.1106572657761 8051.30645872115 60199.5883051547 12.3226954048878 23445.4745788744 12029.380665568
1 0 1 0.987970799108306 2462.16342026074 14756.7125959464 0.260398751464861 24250.0882564934 6035.75093612378
0 1 0 1.55016985050617 8448.06612311296 20227.6826861387 2.76756123046397 6574.14817093437 34323.9722382578
1 1 1 2.17529417869915 6962.67825403916 33323.7536756693 1.55043183076349 5383.5895632468 32125.524526751
