linear.pvalue gaussian.pvalue quadratic.pvalue linear.boost.stat gaussian.boost.stat quadratic.boost.stat linear.true.stat gaussian.true.stat quadratic.true.stat
1 0 0 2.67602597877195 2179.30360743691 1603.1231695224 1.26395555338139 3434.25155015667 9165.44114173903
0 1 0 0.986951011834043 3340.34933012528 608.128261920592 2.91512470208089 824.6299776528 17523.6057840864
0 1 0 1.31221041370438 2283.00064115322 260.794803278202 5.95968696358113 791.858027788395 7396.07921155701
1 1 0 2.91132328264767 3077.79828533326 674.108180165741 2.02324080793556 1935.7792511382 3683.46640975269
0 0 0 156.93191778784 747.823243598436 58.2571492272747 407.313872473616 3209.06754050428 1419.12784627981
0 1 1 2.85176001872331 5860.29917188799 12215.6599672097 8.09057339307705 4194.55206036077 1047.93023851089
1 1 0 0.721148039113723 3168.32501609985 2551.51606699741 0.534950915350538 948.888920418531 23035.7780504689
0 1 1 0.834708996053389 1507.86582721281 24648.9168508257 1.87634899580793 745.823774556527 8584.68335020287
1 1 0 1.5114081440556 1906.38448510344 2025.66712844237 0.742534057166644 959.597461194301 33671.806754916
0 0 1 4.14516179127898 2347.11484223201 13985.5733033533 13.4060317284703 6768.64799976438 1370.95903061957
1 0 1 241.07636398961 313.464963266968 552.356389740207 17.6124691104726 936.57957440975 284.90063008071
1 1 0 92.3391901333571 2356.92405797184 518.220723496976 36.675110052172 242.642135816076 8824.6497368684
0 1 0 0.63015908533348 1526.51273184596 8754.27546797431 4.50023047461815 739.559970877179 11794.3468941271
1 1 0 0.688168650939282 1312.1084399292 2618.37457948118 0.516056676218187 1230.66797786066 14112.8171592596
1 1 1 15.0968965193741 5846.20277906004 23337.0527169726 9.21517723696761 1997.68281719985 9033.70766279905
0 0 0 7.61907734967052 761.569047677113 131.208332888393 19.4941397497022 1069.30396812244 295.978342136834
1 1 0 1.21400055203247 2500.50318738241 7552.21501931766 0.772124763491989 1115.00730111683 8828.44982206757
0 1 0 2.79670980499852 3365.29636694347 12615.0703368412 5.82840043967003 828.109080550293 21297.8591879011
1 1 1 280.766946532403 2251.32508932502 13988.5126281514 81.132892622668 609.670093212882 4228.66940195343
1 0 0 0.534149497701926 1076.43917925198 6138.67043260749 0.476190517298504 2789.68959034836 22155.5896644075
1 0 1 2.55295018149604 1758.78082732341 32169.1012826558 1.09651846979225 5327.56695829913 18939.3383219345
0 0 1 1.40101259656844 1415.07962283001 38289.6509029317 5.56564427198273 2830.75813689277 1418.70834075446
0 1 1 22.2489772242957 1783.85130703025 395.163829812362 156.382813988156 819.946224758408 187.674634332841
0 0 0 0.984800893528736 996.691916020037 1318.05287551019 1.83920320026459 1337.47882137105 4637.46029955194
0 1 0 2.19000882787788 2289.6392604122 5914.75070405947 3.10322220987548 391.958212757901 8858.01394271613
0 0 1 77.7244525569982 1145.00661635641 942.413546082257 179.369373415699 7765.71023733193 498.563015849485
1 1 1 0.680220791100501 1701.16579520702 36127.6136389195 0.542416635212416 285.002505821212 22380.6836806526
0 0 1 0.432647090849804 1146.92081035991 10251.8332840856 0.759878138316567 1995.70321632867 4776.52265374877
0 0 1 1.04078017149287 1505.55718298031 49542.6875738462 4.20129598563876 4887.5223305524 33170.3613523452
1 0 1 92.3764751946793 172.688340987715 1435.98827097462 24.3856135916267 1609.85092814711 278.926656643979
0 0 1 0.859621613895474 681.796220295576 37672.0943213014 1.04102792601314 1266.66454830601 5588.96375474065
1 0 1 0.87149645052649 1103.95147925809 67269.1159223904 0.770478007109776 4623.09452535899 5948.74946240116
0 0 0 1.31598998491779 476.240386584276 712.883231108642 1.74999084377214 1506.11320220222 940.527620359664
0 1 0 0.83180652758137 2063.24612989509 513.948046978505 2.5453516501964 1748.70234926527 38419.2068169098
0 0 1 85.5729174443057 223.720350063208 350.395074770539 171.373726022437 658.229129200424 246.854145402746
0 1 0 1.14740507635985 884.398671374986 4804.34606655136 2.16233412666226 748.505048286391 12364.1462217924
1 1 0 1.63967951822196 3106.24975283758 14250.171698655 1.18072943189793 263.497014502556 24446.1459964085
0 1 0 3.36043007661231 779.849285335835 16973.192606602 3.81891932607311 593.051798319546 45053.5818354922
0 1 1 3.257910156273 5784.35451221263 9009.79468490331 3.32267366303052 4929.41073577668 4441.59382119241
0 0 1 1.5012975396748 3048.55999651079 17347.3633604988 2.53991610797921 7048.54761669551 5153.62055384709
0 0 0 16.8148404117203 1487.26475748084 2851.75544908572 42.1324159839112 2445.32376898177 18449.4213537101
0 0 0 2.32047539348872 2822.96360831785 18835.8705189541 7.7723959650183 4126.42505520642 39626.102238603
0 0 0 0.484970433931874 885.89444089224 5562.05090094298 1.82266724230475 2119.63904564366 13100.5917341676
0 1 0 1.09642898155504 3035.85183150483 3183.9487546542 2.71197066715239 1467.63148019274 13535.5336113841
0 1 1 1.55623528534156 1103.64034882344 14083.5731729175 1.95621280586562 273.002271123057 1264.30380836745
0 0 1 1.49006704251516 1227.33175571908 26958.3982530391 5.48185548007658 3936.84911703641 956.013701820106
0 1 1 1.76310549286873 502.072294860098 43729.4382211817 8.62270565036621 214.350284620462 14752.6703645613
0 1 0 0.546556368284714 1985.71309258466 4444.8528009742 1.07321532792472 1280.17695538112 6223.62005792815
1 0 0 1.03203277134338 2449.82061501483 1794.70155726998 0.56919364593933 3022.5426830157 3623.46942007018
0 1 1 1.07675956673738 3421.3081459428 4252.12923485209 5.54670024453908 2408.86008010801 1990.75281518588
0 0 0 0.966524542404992 1272.77420222439 3374.26869234894 1.67827969378141 1847.63470557479 10333.7513048877
1 1 0 0.507125644312711 1274.28950162528 5003.45258911288 0.33107427357508 878.850373641425 42631.5731781624
0 0 1 0.995392834992605 386.364138966441 2570.68104127536 1.98914521044873 1022.6552036958 1942.69111361857
1 1 1 203.980921621521 827.066961081716 23321.9555783323 10.0564676955254 487.151209583876 12053.1308085442
0 1 0 0.67028803223316 1487.38631261084 4462.88242868535 2.74744745770064 935.74295264673 5401.35179181137
0 1 1 0.824574396674676 4102.56357534634 5879.85458534721 1.87470685564563 320.053005628613 2225.31600590979
0 1 1 3.29885031494913 2524.12275098976 17900.9997417969 6.63668264032359 749.547845144305 544.0639210647
0 0 0 0.710437787267946 2158.38463933626 20615.9630597942 1.7557614488808 6049.00877142827 35336.5890817176
1 0 1 0.773518206432598 545.718014767147 36841.1711317548 0.609333615778621 3325.40925850467 15191.4107946142
0 0 1 1.39692352649613 1370.22308690519 16512.8056764859 3.86285994724491 1685.01513715518 6717.79834195873
0 1 0 0.745353355491712 450.121992013949 762.545067583611 0.903062193211001 388.390765838572 4253.77130381045
1 0 0 1.95150615904431 3420.67862393358 8755.38714885398 1.36626179898265 4809.86159469563 40011.3886724497
0 0 1 0.378297763108147 823.319791030205 54937.2189081801 1.29695054189442 1142.25968032592 26408.1435074618
0 1 1 248.118899601136 5649.02205041705 26382.5541993925 352.570644611833 1063.05866367015 2820.89029499141
0 1 0 1.92831223876527 1976.16592806462 1497.0773589081 2.8578453431632 511.916392896171 2485.27561971951
0 1 1 0.708907164076498 1873.12809107218 6404.51576137734 1.10338075055675 553.309551909256 764.650160519409
0 0 1 0.156542247796354 4320.77531056887 38552.2934230753 1.77871543250776 7057.93758698399 3310.88996561242
0 0 1 0.276293155805629 2098.55830269562 18273.2422603822 0.777691660302623 3031.06886572551 6316.39189162309
1 1 1 3.31857848055878 839.775949688516 33604.5929633299 1.66440173796687 578.37801501757 2817.09324189841
1 0 1 0.894432516905686 2766.42477762924 27015.787729864 0.0905474408738803 3084.18389696784 7955.45010181923
0 0 1 0.396612777011252 167.354730318073 10119.067981513 1.44199395003156 1817.65803055296 1793.52934529213
0 0 1 46.9736449221189 1246.148452082 14733.9797440826 55.1847639506575 1687.95355103906 1537.92290649729
0 0 1 27.9980114997725 1847.01625424811 14063.9101403141 118.4579841575 6799.90134463159 858.688524852146
0 0 1 0.538511638493732 3166.07082936179 16317.1606479138 4.02289040593327 3714.61169721456 10367.6829905065
0 1 1 0.580371072098251 2575.89015006951 6353.31302384262 0.75608458639414 1205.28652112082 4388.17112818342
1 1 1 4.97957971811314 1810.3756659121 11148.8154754055 2.09196244069715 314.70509272219 4411.18496973309
1 1 1 0.988921134235159 585.894830767292 18174.497795434 0.838416968113806 279.872432407591 11057.658218203
0 0 1 0.580813027015882 842.77390621679 18796.8127946389 1.01288563214493 3437.64758681845 624.383181388693
0 0 1 0.792512639645572 2199.88972681959 56488.8658799397 2.27657877087283 2566.7817243697 17549.6352024774
1 1 1 2.66176369342198 792.027156005489 75659.3614492175 1.61044568851768 587.698875953083 2896.42251225543
0 0 1 0.845855460518649 904.122715382048 14542.0577208017 2.59572526782922 1345.06531103014 1164.37899062839
0 0 1 0.242352614612897 4631.83477143146 37167.7176505704 1.54421955965263 4842.60214412721 4119.96143804186
0 1 1 1.19964372403215 1067.58559620508 19192.5143481768 1.46358651460762 907.733810141613 3134.82835086392
1 1 0 1.16308129990209 1794.77621077323 2527.75019893305 0.421870665213633 245.91478481415 6242.87699755069
0 0 0 0.682895135241656 575.968603104776 4721.39412191061 7.96592897274145 818.666902098059 58022.0022985688
0 1 1 1.25766486493713 1438.86990847902 2458.86218136359 1.42756437974546 887.961456003452 2426.3280756096
0 1 1 1.11656841972481 4283.16306613253 12010.7460004839 5.82320962875586 1998.45788889712 5690.66417062286
1 0 1 3.97922634869143 310.938601628659 9672.61255802418 1.64126276937282 603.353624288389 799.053372813497
0 0 0 0.544943633931298 1622.44013428376 1300.7197971807 0.860877447231773 3039.16795171608 13956.993293441
0 1 0 0.725125128164583 3930.9433527718 11925.2539392247 0.806646445394318 3198.10799691934 17265.8441790899
1 1 1 1.05438611103008 380.187648614558 3794.15718071656 0.581926939522754 216.58809780217 913.65977173911
0 0 1 0.880514618427901 2456.49173421363 24115.1392915794 2.82128064953763 5443.5689867826 21847.3267707209
1 0 0 0.42996386088042 2218.19706611855 1906.83029366674 0.385901630928218 3003.1800459652 6429.64909553705
0 0 0 0.609394887809168 1051.84070055051 2179.42136739736 2.02813728509364 1330.34435180345 2898.00574120097
0 0 0 1.16373933167853 2408.96681234229 9357.73990980982 1.50424844205023 2759.79856560455 30898.6620814997
0 0 0 0.892920588984404 851.245546627177 758.800563405555 1.78664199528948 3218.04604018772 2045.10553933344
1 0 1 0.688696850167524 2130.45366095862 23980.0301435141 0.408471611333929 2516.41228980477 10483.3726897286
1 0 0 0.700398782094905 584.317347048452 8639.06054377332 0.245690492837833 779.769542435459 11699.5159383492
1 1 1 63.8748144104162 529.072197677104 23116.1195910789 13.0817784340103 479.717343326669 281.225711170793
1 0 1 4.36273540855943 470.819869556811 24878.7910122803 2.62308847033737 1451.38828472501 3983.78367340781
1 0 0 2.01564913456491 3204.78779804881 824.968682248431 1.93236137871106 3373.14873158492 6042.5579868151
0 1 1 0.724665974161483 3095.36808895879 38624.3756882491 1.75033344356331 3086.14707847812 2495.84161674546
0 0 1 0.362013880881077 1531.73209388959 32528.790080491 1.75214042006104 3937.62652724636 366.861842548303
0 0 0 0.0955222366616357 768.706768925229 7473.32141744066 1.28241312533626 1597.49420568361 20734.2515367032
0 1 1 0.357383432150119 2226.4597989132 36014.8070954268 1.43355781959366 2072.89531480181 17035.6741577148
1 1 1 3.50192121602155 3049.16350768271 18012.2883334593 2.48162031958086 292.505233248108 1584.19799121021
0 1 0 5731.65403732274 2018.66842091471 358.063112416231 27642.9661782312 446.017247022771 5665.65650814339
1 1 1 0.651851666737436 532.122886504151 15221.3506162877 0.594591285222178 467.728953146867 5828.18889456921
0 1 0 0.0391849340570375 3215.81217791032 6980.49050207494 1.07668517962638 3126.33099757835 8226.86598139863
0 0 0 1.42314242618456 774.55216181932 3498.11399519368 1.4590975981183 895.05470366752 5813.30496194122
0 0 0 1.86983044929669 970.042275610817 5122.98305250619 2.81535287955747 3081.74607137564 10898.1955899187
1 1 0 3.65780215695232 746.413649942189 1040.09319247011 0.934047493413657 344.655988420521 4682.29323564109
