linear.pvalue quadratic.pvalue linear.boost.stat quadratic.boost.stat linear.true.stat quadratic.true.stat
1 1 0.0012510340573007 0.0838591448471991 0.00124818645335883 0.083512183738233
1 1 0.00503210377147227 0.0619152351083191 0.0050058328656196 0.0615915986817975
0 0 0.00132815784601046 0.0547278830410725 0.00133195293886414 0.0570530846030682
0 0 0.00216851207223149 0.0720458207518642 0.00225386606390296 0.0724961466703963
1 0 0.00470521067358805 0.0625075624448441 0.00459912739481135 0.0637530568707027
1 0 0.000365819695872656 0.0731067120169551 0.000354668616536154 0.0736672735012544
0 1 0.00128985096936458 0.0482094447586186 0.00129010467603992 0.048201608268516
0 1 0.00022135007720747 0.085943953047499 0.00022745676150046 0.085761719947529
0 1 0.00357710783369001 0.0930205472154544 0.00366983563260321 0.0918683611870838
0 0 0.00121202542042951 0.0678286941189304 0.00122683200952785 0.0709406342841067
0 0 0.00319026244212665 0.0593356373474741 0.00327452837632695 0.0603040620222049
1 1 0.00201706658780746 0.0569057416098289 0.00193673132986872 0.0549458937976889
1 1 0.000567559724218601 0.0763540372812209 0.000544510901946863 0.0735570079830322
0 0 0.00124370590091964 0.0597075711402715 0.00126173159365087 0.0629355560679246
0 1 0.00082771282175663 0.0745982504269155 0.000831625983180858 0.0724567073132413
0 0 0.000648784340924615 0.0465187754244913 0.000661355988407982 0.0470454646780705
1 0 0.00190455251773904 0.0685666460234363 0.00189063316815857 0.0698416269715582
1 0 0.0014239835704515 0.0644558906045875 0.00140658514492835 0.0648421560628631
0 1 0.00142452747719565 0.0675318290809061 0.00145556734772783 0.0662861337295589
1 0 0.00301520537324408 0.0592460246045017 0.00299762970520008 0.0598881740356493
1 1 0.00346429905390629 0.0823170161863383 0.00335359814718576 0.0791003713443931
1 0 0.00165203815830497 0.054305599732298 0.0016247694835938 0.054799759794645
1 1 0.000566628353860044 0.0682291981324755 0.000498744687631807 0.0656165896794848
1 0 0.00127272097675074 0.0513477460385218 0.00126380252888762 0.0517572882037924
0 0 0.00305258427063291 0.0994369961779893 0.00307564795025874 0.0994486738834449
1 0 0.00222146667897525 0.056421458559257 0.0022020141362176 0.0588599497580806
1 1 0.00203434402726143 0.0537581133824365 0.00199267861678839 0.0517454876347293
1 0 0.000830341013959536 0.0598749496458586 0.000770409413007943 0.0609290196680059
1 1 0.00196193170475576 0.0973327539117611 0.00175188502273052 0.0969963266457376
0 0 0.00101612807318772 0.0686211666733185 0.00101760106173625 0.0692980957836057
0 0 0.00384736533547992 0.0940404626470003 0.00406677736814007 0.0968869137228758
1 1 0.00336455894152011 0.0636012650871058 0.00330548708312089 0.0633999708262158
0 1 0.000329831502580667 0.0732568262237204 0.00033882485627756 0.072847944728241
1 1 0.00547929072283744 0.071627742188939 0.00546949793134436 0.0708517304732785
1 0 0.00253470212445628 0.0634350909529907 0.0025158395195801 0.0644746379872705
1 0 0.00686116083454642 0.0561277379984889 0.00669811231947039 0.0564886566748066
1 0 0.00162723959637185 0.0543921939546924 0.001589232976549 0.0548674734803903
1 0 0.00141022613418169 0.0618310447498659 0.00127290464991287 0.0649972341073133
1 1 0.00075007300379096 0.0530387222136708 0.000731835300342266 0.0521580580310437
0 1 0.00318162030906607 0.0490562159336562 0.00324474800845377 0.0487454931270819
0 1 0.0040979768084102 0.0678167979135889 0.00416912178123021 0.0677501893185189
0 1 0.000881234650235652 0.0793340374871078 0.00088732459559091 0.0778682496926958
1 1 0.00211110920650352 0.0638079732342566 0.00210286833998783 0.0612397278967277
1 1 0.00387035690461239 0.0801048804258419 0.00373356196841831 0.0784845113082415
0 0 0.00282645684805471 0.100298907235507 0.00289629237914092 0.101372843248523
0 0 0.00166616925900694 0.0710255566657957 0.00171881867585089 0.0714957990430164
1 1 0.00728907918038649 0.104420968128051 0.00712775408458055 0.103279690358862
1 0 0.00428518426739824 0.0661597180700733 0.00419118662661405 0.0682495108925626
1 0 0.000701818788776235 0.0683582967370604 0.000683033119509788 0.0699053802051298
0 0 0.00121761982853562 0.0690036189609096 0.00124211891548135 0.0707308693812086
1 0 0.000632847517836804 0.0699348645263704 0.000624232339264661 0.0717334451261648
0 1 0.00156226748588501 0.0704084415292267 0.00156592622991235 0.069956779338361
1 1 0.00190680017896291 0.0842531413448405 0.00185075874656548 0.0822384223086574
1 0 0.00420631871610242 0.0738635434502838 0.00413474246424945 0.0744454529853872
0 1 0.00198567799151771 0.0518146038863114 0.00199258757649526 0.0509913878757053
0 0 0.00295078050397367 0.0611468796946809 0.00301322220311358 0.0639793886881889
0 0 0.00361877908002966 0.0586220573748687 0.00365743885754059 0.0590160484121657
0 0 0.00195928082114774 0.0887440617310853 0.00203859947045528 0.0909183993636577
1 0 0.000746571957347646 0.0636157332162127 0.000702782741593503 0.0638250919113338
0 1 0.00147135178312115 0.0495011033916267 0.00148501986581841 0.049049576077062
1 0 0.00364754354802605 0.053944673996561 0.00340388443625775 0.0542560731402663
1 0 0.002221743460802 0.0494907874812895 0.00220851014264928 0.0507959673285309
0 1 0.00264085554020183 0.0621707376398847 0.002688035522098 0.0615698624595614
0 1 0.00211509669930317 0.0556275988589366 0.00218661715531078 0.0542260723949321
1 1 0.00022912843593473 0.0579172465615165 0.000228979058905758 0.0568178475021925
0 0 0.00326397616595806 0.0753802229462983 0.00332308302347301 0.0757151981226608
0 0 0.00283532341890401 0.0925780789571571 0.0029876061102922 0.0931784718109679
0 1 0.000524953196094222 0.0689353088583471 0.000535890127515106 0.0671715860788913
0 1 0.00241304935212418 0.0689450899705802 0.00245638176754342 0.067872404347227
1 1 0.000208511496696947 0.0586044873244859 0.000202219813765181 0.0582552414059536
1 1 0.00163036157408037 0.0652278046805423 0.00157491426503868 0.0643322840340172
0 1 0.001004634556942 0.0641669872192386 0.00103351946375196 0.0640919034604605
1 1 0.000502581331027519 0.0875501652640315 0.000472826521063253 0.0851837790760922
0 0 0.00218889122248743 0.0713680349452506 0.00221504732720341 0.0734034335035096
0 0 0.000721678588365401 0.0665087989581139 0.000737571684352789 0.0671695466509289
1 1 0.00101425021008102 0.0637497773392979 0.000985817244452921 0.0633670072994227
1 1 0.00304729966301789 0.0638154371294675 0.00293847836427063 0.06266335472745
1 1 0.00316809297135283 0.0506180433410377 0.00310387697545051 0.0504426784129316
1 1 0.000891163302151871 0.0591710189685849 0.000858898324116443 0.0580971296484062
0 1 0.00266986422389464 0.0866118403939207 0.00273022620186032 0.0850132093179253
0 0 0.00135634620197645 0.070527556656418 0.00140387120351471 0.0717652578144753
1 1 0.00236466571535268 0.0762488066560991 0.00229516126478545 0.075756899232834
0 0 0.00145972303690267 0.0656139874366329 0.00151024972472176 0.0662552896464626
1 1 0.00360365705398111 0.0451367949911484 0.00356850775552298 0.0442416645037812
1 1 0.00192630819078722 0.101791806905215 0.00189776932130814 0.101176504012764
0 0 0.00299953343115746 0.0564574859815251 0.00301450603576356 0.0572758822482661
1 1 0.00223633200558333 0.0804496815730525 0.00222677729015681 0.079002038372527
0 0 0.00286720289081477 0.0740055464686635 0.00295831259948422 0.075353139866539
1 1 0.00133950165065124 0.0538467937345588 0.00129156265607793 0.0516091476408842
1 0 0.00473909171086172 0.0666633673453085 0.00465164135014497 0.0684399802082095
1 1 0.00223055239841644 0.065983966880848 0.00214271753836971 0.0653788188013987
0 0 0.000289032423903763 0.0587225546885761 0.000291335911054433 0.0600924557707479
0 0 0.00113170226333825 0.0657608847618133 0.00114765180746432 0.0659047644976413
0 1 0.00355534100835619 0.0651297360698709 0.0035601715445301 0.0645973956454382
1 0 0.00113779306298623 0.0569262020032866 0.00113761369068925 0.0581417285818695
1 0 0.000420797591990168 0.0809731341039646 0.00041838385238788 0.0812739696078552
0 1 0.00388565838684998 0.0831669837366392 0.00391651167505629 0.0817178983191592
0 0 0.00135958477955776 0.0506317346915382 0.00136010311674438 0.0527579759133297
1 0 0.00174619335605399 0.0775791803013411 0.0017267030159359 0.0806328706350977
1 1 0.000805887845634177 0.071782352648832 0.000770343150354478 0.070751764458363
0 0 0.00205170506531921 0.0532553401961736 0.00213858228981238 0.0544439412905421
0 0 0.0090732454034058 0.0980332745142599 0.0092506396065886 0.0991246926091167
0 0 0.0037202530886667 0.0801530823886002 0.00375955291689674 0.0807747540536651
0 0 0.00141212571081387 0.0579498546934331 0.00142901641873557 0.0581118804136623
1 0 0.00095026309632811 0.0570708975272076 0.000926699469202725 0.0593121451173203
0 0 0.00111333566675957 0.0760048834912589 0.00116834488652128 0.0761655423170449
0 1 0.00122739262332569 0.0529412857497391 0.00123055365165774 0.0521468488140572
1 1 0.00169016282855155 0.072141901313154 0.0015689252914932 0.0721333620575306
0 1 0.000157756525019548 0.072107683313393 0.000159158817312457 0.0707105169003719
0 1 0.00299918376759505 0.0749698896033272 0.00308478337175855 0.0731080919589156
1 0 0.000253941798195451 0.0630473723789427 0.000232454784154549 0.0631859072424019
0 1 0.000513487049806649 0.0696173198458104 0.000521514047493592 0.0673510065046967
1 0 0.00519948015150626 0.0910676536172981 0.00505636054171457 0.0911606879996247
1 0 0.000573833396566731 0.0720212922040926 0.000568705801197673 0.072039446340456
0 1 0.000774912472301746 0.0611444567403334 0.000889184760214053 0.0593708476585435
1 1 0.00490311938149103 0.0917290549943556 0.00475967434708495 0.0844123954551866
0 0 0.000278985359082899 0.0673506111094545 0.000281553269761286 0.0677129391594257
0 0 0.00199402109019763 0.0633306227184156 0.00203172029100313 0.0634236517506469
0 0 0.000822266835903556 0.0569686331872708 0.000834082792561085 0.0574829607283189
0 1 0.00260259344319025 0.0785333209456494 0.00267278944963434 0.0755475666664875
0 1 0.000309076097484596 0.0861325297461523 0.00033661281488129 0.0853237253432652
0 0 0.000224449651229036 0.0583039200111662 0.000234097850623454 0.0586707163499776
0 0 0.00102840661401672 0.0766996255856302 0.00107137044113387 0.0784483138664926
1 0 0.00273961908256314 0.121360834439663 0.00273370592171199 0.122886666815582
1 1 0.00297105747952258 0.0594643364931279 0.00278153998174738 0.0578922455319623
0 0 0.00134775585563146 0.0595539833135771 0.00144335894870209 0.0610994059485252
1 0 0.000893654996313007 0.0698312965291907 0.000873579676540998 0.0709276739903919
1 1 0.00688650332406916 0.0931604413816608 0.00678906553359432 0.0911409671902714
1 1 0.000794731359926263 0.0694739978162172 0.000727197881157618 0.0690481236335209
1 1 0.00139275272077885 0.081952841062508 0.00134755465683968 0.0815494259003951
1 0 0.000669267221008194 0.0621617267273633 0.00063686071012133 0.0621899867998638
1 0 0.0013236821705913 0.0648943844203644 0.00130324677452118 0.0658502612240252
1 0 0.00200474385208516 0.0768578928656781 0.00194554430958273 0.0772810619020726
1 0 0.00276323053147009 0.0860676981930723 0.00275449121446408 0.086954822819328
0 1 0.000345379739813558 0.0690461872377147 0.000357351948840075 0.0668428417308183
0 0 0.00174625361994174 0.0704637596108367 0.00174937076445721 0.0715721862484033
1 1 0.00352205221919985 0.0360300724176278 0.00340544020648603 0.0346258301460191
1 1 0.00293133966473215 0.0673247146559748 0.00285206591448265 0.0661622796602701
0 1 0.00150507632278432 0.0796868492797818 0.00152383948365556 0.0796823582889253
1 0 0.000192714698156167 0.0616462340391886 0.000181968107760503 0.062508461836431
1 1 0.00116587240870634 0.0627758229360748 0.00114755561141932 0.0620491303085457
0 1 0.000420778284886297 0.0603670406823264 0.000456449252027517 0.0573725880395529
1 0 0.0051586603404609 0.0929615046896526 0.00510258369157766 0.0934633904876829
0 0 0.00839326191608652 0.13807756148614 0.00880867780333199 0.138547845487309
1 0 0.00243686722815214 0.0598122103313575 0.00242466106857769 0.0598865462897034
1 0 0.00138612907924062 0.0743472114406269 0.00135517283719166 0.0772614130510585
0 0 0.0033823018071872 0.0673288538454788 0.00340345721363001 0.0691934296390287
1 1 0.000181672002157258 0.0909418202748385 0.000162325867793073 0.0849796788850463
0 0 0.000111734845390093 0.0521446349698475 0.000114842588895997 0.0533702687085355
1 1 0.000809879125932913 0.041125013202927 0.00071851688535825 0.0409231288610107
1 0 0.00281265623884735 0.052544776672836 0.00280350128791722 0.0546991795780275
1 1 0.00149136677245822 0.0612759134482029 0.00147863012493925 0.0603208733946999
0 0 0.00175707943039859 0.0967033694407785 0.00180574588558472 0.097302989135505
1 0 0.00498028089973264 0.0943402145419977 0.00497283944587325 0.0956460169986026
0 0 0.0016841563511758 0.0460218489008499 0.0018199128076157 0.0469359440283763
1 0 0.00123464076453432 0.0606760211715463 0.00121808467405676 0.0616425834847115
1 0 0.00247391850815477 0.0642067743301486 0.00245758362132928 0.0651872957012318
0 0 0.000994081367277885 0.0633651987528848 0.00102132875674358 0.0657736319095434
1 0 0.00269273505840756 0.0415803477367767 0.00265683714479114 0.0425596320243795
1 0 0.00135082051754389 0.0805326266891639 0.00132697286501425 0.0810489909788795
1 1 0.000674697005911374 0.0693527038736368 0.000666414086193477 0.0692141892032622
1 0 0.000571169330549556 0.0796207178719286 0.00052432555835183 0.0820739777934718
1 1 0.00300827266498813 0.0685712537040344 0.00296680433159066 0.0673208475519578
0 0 0.00909121946814993 0.126868215387099 0.00952737406176522 0.127089835434497
1 0 0.000556911561075531 0.106629219052866 0.000555415198627442 0.108424573338231
0 0 0.000227978803321718 0.0497277646625383 0.000234232016044804 0.0516699683934912
0 1 0.000344363207880842 0.0740080089224897 0.000351103117139607 0.0734106085643876
1 0 0.00116489851459456 0.0593825632228393 0.00114989968772049 0.0644184006847541
0 0 0.00112208409756652 0.0551729292086056 0.00112849591888462 0.0562283866314131
0 1 0.00124302965832614 0.0680128053755561 0.00131598789657187 0.0644484231506217
1 1 0.00576861885904607 0.07165190102045 0.00553275153776123 0.0716232399699005
0 1 0.0038272593983591 0.074376021176195 0.00383926839207437 0.0722132331571912
0 1 0.000474044347382083 0.060295714434565 0.000499684915429862 0.0590173896577929
0 0 0.00150246683614839 0.0711666062113569 0.0015875370259197 0.0711841168183426
0 0 0.00991647475151122 0.0998086929536813 0.0100311113152599 0.10386339526562
0 1 0.00171765187984305 0.0653342064894833 0.00173172319458843 0.0623430571294903
1 0 0.00170741891257739 0.0828012982217993 0.0017030699804686 0.083816423590891
1 0 0.00170196933449283 0.0726869338779558 0.00162514965973096 0.0752720395086849
1 0 0.000449563920205219 0.0648664106909076 0.000420827246740741 0.0660378238303493
0 1 0.00135652257697084 0.0908094285211596 0.00136636471269146 0.0842422559609171
0 0 0.00073274904361525 0.0483817312088622 0.000741602926743431 0.051280237253888
0 1 0.000470628710193028 0.0578114341289061 0.000479073342057583 0.0575977563953744
1 1 0.000403049468993883 0.041661572328459 0.000385193287533884 0.0415767612713176
0 1 0.000942080070798067 0.0491705380377378 0.00096148332094504 0.0487697481659346
0 0 0.0023460498638196 0.0706198975284646 0.00238291824926433 0.072632158173736
1 1 0.00191577028808105 0.0818473021085234 0.00188563501487365 0.0801927195548157
0 1 0.00122899388075876 0.0435503585686831 0.00128064694027026 0.0429056072327205
