linear.pvalue quadratic.pvalue linear.boost.stat quadratic.boost.stat linear.true.stat quadratic.true.stat
1 1 0.000719135190391901 0.0175516388082528 0.000665705182631355 0.0171220782901397
1 1 0.000651947439247488 0.0338526220924963 0.000267081357700995 0.0320636535918781
0 1 0.00161592133634107 0.0543079819130329 0.00303829237422998 0.0423652009077714
1 0 7.38483351273739e-05 0.0110452178953188 4.59922782940254e-05 0.0118491817177891
1 1 0.0005754814400257 0.0187239304424984 0.000409243233933905 0.0185640592194697
1 1 0.000687898802590008 0.00539043850945509 0.000356208077805489 0.00518719631105445
1 1 0.000205872375557544 0.012879585196944 4.28055247056655e-05 0.0106998226494935
0 1 0.000166593750174475 0.00547846269581582 0.000278693548771892 0.00354143823250246
1 0 0.000130346968906846 0.00585800012611297 0.000122260767337216 0.00721947152893804
1 0 0.000198712943070002 0.016869613333851 0.000104694645492832 0.0176166134326055
1 0 0.000213317773415988 0.005364182371024 0.000177095275199117 0.00579504032863662
1 1 9.39137248568448e-05 0.0101878411104208 8.49192516502422e-05 0.00481737962588088
0 1 0.000137581122477007 0.0147461352020168 0.000197997260088534 0.0105718248057589
0 1 0.00222383148187131 0.0399850246347494 0.00292276523578067 0.0312014068294754
0 1 0.000378579305737943 0.0174490929410963 0.000398638593814088 0.0174408467933225
0 0 0.000610859814753253 0.0241251988352991 0.000889180049229061 0.0265040369614402
1 0 0.0023014949080049 0.0266649017379453 0.0015053112272384 0.0414318915272008
0 1 0.00240574114963055 0.0527914733160522 0.00242111383624239 0.0398162575178712
1 1 0.000158849656237742 0.0147433940742102 0.000140354735588951 0.0059776896622341
1 1 0.000608853525478897 0.0371468466659818 0.000307418517640259 0.0308323426194104
0 1 0.000107662134904205 0.0125425353145521 0.000128692130729029 0.0116406729048393
1 1 0.000223200501835946 0.0538857531395121 0.000200743368745615 0.0402353823482779
1 0 0.00265029969488441 0.0287770422213091 0.00161683086242253 0.0359166202577537
1 0 0.00205744703348019 0.0313941241210981 0.00127347254081595 0.0328100753157666
1 0 0.000200871241752861 0.0151604420379514 0.00016997700783035 0.0155437458785429
1 1 0.00039479804783971 0.0491193593632132 0.000287910601288184 0.0432161054231453
1 1 0.000919107529425053 0.0211250568704337 0.000567774986673747 0.0146281956733201
