V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
polynomial,1,0.5,0,loocv,avg,1,0.985,146.9291,53.6323,2.328,3.1777,0.9877
polynomial,1,0.5,0.05,loocv,avg,1,0.965,146.1759,53.0772,2.8184,3.1735,0.9891
polynomial,1,0.5,0.1,loocv,avg,1,0.97,143.961,52.8755,4.2696,3.2161,0.9813
polynomial,1,0.5,0.15,loocv,avg,1,0.975,144.703,53.8348,3.7891,3.2461,0.971
polynomial,1,0.5,0.2,loocv,avg,1,0.985,146.9216,53.1527,2.3299,3.2333,0.9872
polynomial,1,0.5,0.25,loocv,avg,1,0.99,146.9291,53.1189,2.3247,3.2839,0.9873
polynomial,1,0.5,0.3,loocv,avg,1,0.98,145.445,53.3321,3.2988,3.3339,0.9669
polynomial,1,0.5,0.4,loocv,avg,1,0.975,143.9612,52.2656,3.8134,3.4991,0.9822
polynomial,1,0.5,0.5,loocv,avg,1,0.99,146.192,52.0862,2.3222,3.58,0.9703
polynomial,1,0.5,0.6,loocv,avg,1,0.975,138.9884,51.2144,4.3105,3.7538,0.9665
polynomial,1,0.5,0.7,loocv,avg,1,0.96,139.5458,51.0922,5.6687,3.855,0.9499
polynomial,1,0.5,0.8,loocv,avg,1,0.945,131.8079,48.2849,7.9878,4.0726,0.9376
polynomial,1,0.5,0.9,loocv,avg,1,0.935,133.8855,48.0633,7.6396,4.1684,0.9224
polynomial,1,0.5,1,loocv,avg,1,0.95,128.5907,45.7206,8.6484,4.3132,0.9136
polynomial,1,0.5,0,loocv,exp,1,0.72,109.8275,96.4017,27.034,3.4288,0.7252
polynomial,1,0.5,0.05,loocv,exp,1,0.73,108.3434,96.3968,28.0107,3.4735,0.7222
polynomial,1,0.5,0.1,loocv,exp,1,0.83,123.9261,96.4048,17.755,3.2698,0.8109
polynomial,1,0.5,0.15,loocv,exp,1,0.75,110.5831,96.3268,26.1747,3.4754,0.736
polynomial,1,0.5,0.2,loocv,exp,1,0.79,117.837,96.1581,21.7609,3.3788,0.7824
polynomial,1,0.5,0.25,loocv,exp,1,0.775,115.0217,95.8651,23.6117,3.467,0.7755
polynomial,1,0.5,0.3,loocv,exp,1,0.755,112.0536,95.8296,25.5651,3.5347,0.7372
polynomial,1,0.5,0.4,loocv,exp,1,0.775,115.0217,95.3132,23.608,3.5835,0.7675
polynomial,1,0.5,0.5,loocv,exp,1,0.755,109.1006,92.5881,26.4499,3.6972,0.7374
polynomial,1,0.5,0.6,loocv,exp,1,0.815,117.3558,91.3403,20.692,3.7544,0.7908
polynomial,1,0.5,0.7,loocv,exp,1,0.765,108.3911,88.7503,25.7104,3.9505,0.7549
polynomial,1,0.5,0.8,loocv,exp,1,0.815,115.7978,85.9124,21.0438,3.9449,0.7849
polynomial,1,0.5,0.9,loocv,exp,1,0.78,107.2087,81.7135,24.7514,4.162,0.7587
polynomial,1,0.5,1,loocv,exp,1,0.795,108.4003,78.5381,24.7499,4.2051,0.7684
polynomial,1,0.5,0,loocv,erm,1,0.765,115.7637,96.4085,23.1271,3.3873,0.7617
polynomial,1,0.5,0.05,loocv,erm,1,0.78,115.7637,96.4023,23.127,3.4283,0.7732
polynomial,1,0.5,0.1,loocv,erm,1,0.695,103.1492,96.3611,31.429,3.5301,0.6825
polynomial,1,0.5,0.15,loocv,erm,1,0.735,109.0904,96.2663,27.2726,3.465,0.7197
polynomial,1,0.5,0.2,loocv,erm,1,0.78,115.7637,96.1843,23.1251,3.4466,0.7741
polynomial,1,0.5,0.25,loocv,erm,1,0.745,110.5695,95.8981,26.5423,3.5183,0.7362
polynomial,1,0.5,0.3,loocv,erm,1,0.805,119.4739,95.8278,20.6814,3.4537,0.7878
polynomial,1,0.5,0.4,loocv,erm,1,0.74,109.8275,94.9684,27.0241,3.5893,0.7062
polynomial,1,0.5,0.5,loocv,erm,1,0.78,114.122,93.3688,23.3617,3.7183,0.7652
polynomial,1,0.5,0.6,loocv,erm,1,0.805,116.5469,91.3223,21.7681,3.7719,0.7812
polynomial,1,0.5,0.7,loocv,erm,1,0.78,110.2126,88.1329,24.4479,3.9538,0.7538
polynomial,1,0.5,0.8,loocv,erm,1,0.775,110.5766,84.5854,24.5062,4.0774,0.7514
polynomial,1,0.5,0.9,loocv,erm,1,0.755,105.4564,82.9804,27.6595,4.1015,0.7279
polynomial,1,0.5,1,loocv,erm,1,0.81,110.3662,79.8803,21.975,4.2269,0.7861
polynomial,1,0.5,0,AICc,avg,1,0,0.0067,53.256,98.7093,5.2686,0.0263
polynomial,1,0.5,0.05,AICc,avg,1,0,0.0067,52.6353,98.7011,5.2754,0.0268
polynomial,1,0.5,0.1,AICc,avg,1,0,0.0067,53.0177,98.7061,5.2713,0.0256
polynomial,1,0.5,0.15,AICc,avg,1,0,0.0067,52.9285,98.7051,5.2717,0.0246
polynomial,1,0.5,0.2,AICc,avg,1,0,0.0067,53.252,98.7087,5.2697,0.0239
polynomial,1,0.5,0.25,AICc,avg,1,0,0.0067,53.7648,98.7151,5.2643,0.0222
polynomial,1,0.5,0.3,AICc,avg,1,0,0.0067,52.4648,98.6923,5.2813,0.022
polynomial,1,0.5,0.4,AICc,avg,1,0,0.0067,52.0312,98.6905,5.2854,0.0206
polynomial,1,0.5,0.5,AICc,avg,1,0,0.0067,52.1646,98.6878,5.2875,0.0194
polynomial,1,0.5,0.6,AICc,avg,1,0.005,0.0074,51.1748,98.1912,5.3209,0.0224
polynomial,1,0.5,0.7,AICc,avg,1,0,0.0067,51.4203,98.6678,5.3027,0.0175
polynomial,1,0.5,0.8,AICc,avg,1,0.03,2.2328,50.2262,97.1879,5.2872,0.0306
polynomial,1,0.5,0.9,AICc,avg,1,0.035,2.3449,49.0531,96.6658,5.3097,0.035
polynomial,1,0.5,1,AICc,avg,1,0.07,2.9749,48.2777,96.6443,5.3254,0.0352
polynomial,1,0.5,0,AICc,exp,1,0,0.0183,96.4001,98.1536,4.6273,0.0359
polynomial,1,0.5,0.05,AICc,exp,1,0,0.0183,96.3995,98.1536,4.627,0.0354
polynomial,1,0.5,0.1,AICc,exp,1,0,0.0183,96.4029,98.1537,4.6266,0.0344
polynomial,1,0.5,0.15,AICc,exp,1,0,0.0183,96.3717,98.153,4.6272,0.0336
polynomial,1,0.5,0.2,AICc,exp,1,0,0.0183,96.3645,98.1529,4.6282,0.0328
polynomial,1,0.5,0.25,AICc,exp,1,0,0.0182,95.9189,98.1581,4.6366,0.0303
polynomial,1,0.5,0.3,AICc,exp,1,0,0.0183,95.7957,98.1453,4.6387,0.0299
polynomial,1,0.5,0.4,AICc,exp,1,0,0.0183,95.6486,98.145,4.6413,0.028
polynomial,1,0.5,0.5,AICc,exp,1,0.005,0.0551,94.2599,97.6487,4.6584,0.0318
polynomial,1,0.5,0.6,AICc,exp,1,0.005,0.7636,92.66,97.6422,4.6775,0.0299
polynomial,1,0.5,0.7,AICc,exp,1,0.025,0.0178,91.7707,98.1056,4.7016,0.0244
polynomial,1,0.5,0.8,AICc,exp,1,0.125,2.2797,86.2952,96.2036,4.748,0.0425
polynomial,1,0.5,0.9,AICc,exp,1,0.26,2.9845,83.2568,96.1561,4.7868,0.0431
polynomial,1,0.5,1,AICc,exp,1,0.455,2.4436,81.219,95.5649,4.8278,0.045
polynomial,1,0.5,0,AICc,erm,1,0,0.0183,96.3892,98.1534,4.6256,0.0354
polynomial,1,0.5,0.05,AICc,erm,1,0,0.0183,96.4063,98.1537,4.6266,0.0344
polynomial,1,0.5,0.1,AICc,erm,1,0,0.0183,96.2213,98.1484,4.6289,0.0349
polynomial,1,0.5,0.15,AICc,erm,1,0,0.0183,96.3731,98.1531,4.6281,0.0333
polynomial,1,0.5,0.2,AICc,erm,1,0,0.0183,96.3453,98.1525,4.63,0.0324
polynomial,1,0.5,0.25,AICc,erm,1,0,0.0183,96.1344,98.1479,4.6325,0.0314
polynomial,1,0.5,0.3,AICc,erm,1,0,0.0183,95.5866,98.1347,4.6389,0.0299
polynomial,1,0.5,0.4,AICc,erm,1,0,0.0183,95.1212,98.1239,4.6469,0.0284
polynomial,1,0.5,0.5,AICc,erm,1,0,0.0183,93.5192,98.0939,4.6677,0.0269
polynomial,1,0.5,0.6,AICc,erm,1,0.005,0.0179,91.8146,98.0983,4.697,0.0255
polynomial,1,0.5,0.7,AICc,erm,1,0.035,1.5093,88.8971,97.0732,4.7092,0.0348
polynomial,1,0.5,0.8,AICc,erm,1,0.15,3.7464,84.7364,95.547,4.7325,0.0497
polynomial,1,0.5,0.9,AICc,erm,1,0.34,0.7967,83.6452,96.5324,4.8148,0.0348
polynomial,1,0.5,1,AICc,erm,1,0.53,2.9849,80.445,96.0371,4.8135,0.0424
polynomial,1,0.5,0,GCVc,avg,1,0.995,148.4132,53.4511,1.3537,3.1107,0.9956
polynomial,1,0.5,0.05,GCVc,avg,1,0.995,148.4132,53.2059,1.3522,3.1638,0.9947
polynomial,1,0.5,0.1,GCVc,avg,1,0.99,148.4132,53.5928,1.3546,3.1503,0.9831
polynomial,1,0.5,0.15,GCVc,avg,1,1,148.4132,53.5002,1.354,3.157,0.9935
polynomial,1,0.5,0.2,GCVc,avg,1,1,148.4132,53.6309,1.3549,3.2417,0.9894
polynomial,1,0.5,0.25,GCVc,avg,1,1,148.4132,53.5708,1.3545,3.186,0.9761
polynomial,1,0.5,0.3,GCVc,avg,1,1,147.6847,53.6708,1.4326,3.3159,0.9916
polynomial,1,0.5,0.4,GCVc,avg,1,1,148.4132,53.3396,1.353,3.4148,0.9963
polynomial,1,0.5,0.5,GCVc,avg,1,1,148.4132,53.0938,1.3514,3.5619,0.9897
polynomial,1,0.5,0.6,GCVc,avg,1,1,147.043,52.5591,1.443,3.6761,1.0049
polynomial,1,0.5,0.7,GCVc,avg,1,0.995,146.9489,51.9172,1.4278,3.7503,0.974
polynomial,1,0.5,0.8,GCVc,avg,1,0.995,145.5198,51.884,1.5241,3.9036,0.9951
polynomial,1,0.5,0.9,GCVc,avg,1,0.995,144.5566,49.9267,1.6417,3.9915,1.02
polynomial,1,0.5,1,GCVc,avg,1,1,139.8937,49.4948,1.9603,4.1474,0.9968
polynomial,1,0.5,0,GCVc,exp,1,0.995,148.4132,96.4073,1.6388,2.9901,0.9982
polynomial,1,0.5,0.05,GCVc,exp,1,1,148.4132,96.3652,1.6386,3.0356,0.9967
polynomial,1,0.5,0.1,GCVc,exp,1,0.995,148.4132,96.4006,1.6388,3.0607,0.9914
polynomial,1,0.5,0.15,GCVc,exp,1,0.995,148.4132,96.4014,1.6388,3.0853,0.9736
polynomial,1,0.5,0.2,GCVc,exp,1,1,148.4132,96.3643,1.6385,3.0654,1.0029
polynomial,1,0.5,0.25,GCVc,exp,1,1,148.4132,96.3714,1.6386,3.1695,1.0003
polynomial,1,0.5,0.3,GCVc,exp,1,1,148.4132,96.1812,1.6373,3.1892,0.9816
polynomial,1,0.5,0.4,GCVc,exp,1,1,148.4132,95.3192,1.6316,3.2632,0.9999
polynomial,1,0.5,0.5,GCVc,exp,1,1,148.4132,95.0291,1.6297,3.3834,0.9795
polynomial,1,0.5,0.6,GCVc,exp,1,1,147.2156,92.8762,1.6938,3.4928,0.9834
polynomial,1,0.5,0.7,GCVc,exp,1,1,146.2307,91.011,1.9523,3.5897,0.9897
polynomial,1,0.5,0.8,GCVc,exp,1,1,144.8692,88.1856,1.9775,3.7046,0.9723
polynomial,1,0.5,0.9,GCVc,exp,1,1,146.9445,86.4174,1.8364,3.7873,0.9886
polynomial,1,0.5,1,GCVc,exp,1,1,143.323,83.3203,2.1747,3.9284,0.9925
polynomial,1,0.5,0,GCVc,erm,1,0.985,148.4132,96.4056,1.6388,2.9782,0.9865
polynomial,1,0.5,0.05,GCVc,erm,1,0.99,148.4132,96.3955,1.6388,3.0314,0.9925
polynomial,1,0.5,0.1,GCVc,erm,1,1,148.4132,96.3639,1.6385,3.0134,1.0033
polynomial,1,0.5,0.15,GCVc,erm,1,1,148.4132,96.3074,1.6382,3.1024,0.9963
polynomial,1,0.5,0.2,GCVc,erm,1,1,148.4132,96.1887,1.6374,3.0721,0.985
polynomial,1,0.5,0.25,GCVc,erm,1,1,148.4132,95.9534,1.6358,3.1096,0.9866
polynomial,1,0.5,0.3,GCVc,erm,1,0.995,148.4132,94.9705,1.6293,3.1917,0.9858
polynomial,1,0.5,0.4,GCVc,erm,1,1,148.4132,94.0609,1.6233,3.2482,0.9992
polynomial,1,0.5,0.5,GCVc,erm,1,1,148.4132,93.8895,1.6222,3.3788,0.9918
polynomial,1,0.5,0.6,GCVc,erm,1,1,147.7715,91.2268,1.6193,3.4609,0.9936
polynomial,1,0.5,0.7,GCVc,erm,1,1,146.9562,87.7731,1.7261,3.5825,0.9873
polynomial,1,0.5,0.8,GCVc,erm,1,1,147.239,86.87,1.6181,3.6785,0.9999
polynomial,1,0.5,0.9,GCVc,erm,1,1,146.2339,84.877,1.8946,3.807,0.9896
polynomial,1,0.5,1,GCVc,erm,1,0.99,144.7253,80.5504,2.0189,3.9206,1.0028
polynomial,1,0.5,0,gmpml,avg,1,0.995,75.2642,58.135,1.9504,3.7652,0.9917
polynomial,1,0.5,0.05,gmpml,avg,1,0.995,66.7236,58.138,2.0542,3.8433,0.9791
polynomial,1,0.5,0.1,gmpml,avg,1,0.995,69.538,58.1331,2.0346,3.8749,0.9832
polynomial,1,0.5,0.15,gmpml,avg,1,0.995,69.5867,58.1045,2.0112,3.887,1.0067
polynomial,1,0.5,0.2,gmpml,avg,1,1,70.1797,58.1067,2.022,3.8552,0.9776
polynomial,1,0.5,0.25,gmpml,avg,1,1,67.7104,58.0962,2.0243,3.8707,0.9906
polynomial,1,0.5,0.3,gmpml,avg,1,1,66.8475,58.0676,2.0667,3.9617,0.9964
polynomial,1,0.5,0.4,gmpml,avg,1,0.995,67.9818,57.8453,2.5375,4.0323,0.9802
polynomial,1,0.5,0.5,gmpml,avg,1,1,68.706,57.9572,2.1048,4.1762,0.9848
polynomial,1,0.5,0.6,gmpml,avg,1,1,64.2431,57.6976,2.3078,4.2987,0.9884
polynomial,1,0.5,0.7,gmpml,avg,1,0.98,64.5221,57.2967,5.4,4.3951,0.9525
polynomial,1,0.5,0.8,gmpml,avg,1,0.995,64.7363,56.3926,3.9197,4.4565,0.9794
polynomial,1,0.5,0.9,gmpml,avg,1,0.975,63.6428,56.7115,5.8476,4.5563,0.9709
polynomial,1,0.5,1,gmpml,avg,1,0.98,63.8331,54.9765,7.0495,4.6635,0.9468
polynomial,1,0.5,0,gmpml,exp,1,0,0.0111,96.4085,98.8768,4.6474,0.0216
polynomial,1,0.5,0.05,gmpml,exp,1,0.015,0.3977,96.1395,97.5859,4.6298,0.0348
polynomial,1,0.5,0.1,gmpml,exp,1,0.005,0.7535,96.4027,98.3549,4.6363,0.0259
polynomial,1,0.5,0.15,gmpml,exp,1,0.01,0.5579,96.3574,97.8224,4.6393,0.0321
polynomial,1,0.5,0.2,gmpml,exp,1,0.015,0.3118,96.4036,97.5153,4.6415,0.0322
polynomial,1,0.5,0.25,gmpml,exp,1,0.015,0.4855,96.2187,97.3869,4.6375,0.0351
polynomial,1,0.5,0.3,gmpml,exp,1,0.035,0.1633,96.1105,97.4781,4.6447,0.0341
polynomial,1,0.5,0.4,gmpml,exp,1,0.03,1.0997,95.0013,96.9779,4.6394,0.0358
polynomial,1,0.5,0.5,gmpml,exp,1,0.025,0.0504,95.5675,98.2382,4.6521,0.0227
polynomial,1,0.5,0.6,gmpml,exp,1,0.05,2.0458,93.1674,96.4578,4.6629,0.0418
polynomial,1,0.5,0.7,gmpml,exp,1,0.07,1.8835,91.9815,94.1379,4.6642,0.0635
polynomial,1,0.5,0.8,gmpml,exp,1,0.105,2.2075,91.2706,95.1015,4.6898,0.054
polynomial,1,0.5,0.9,gmpml,exp,1,0.24,8.0368,85.4473,85.0221,4.6948,0.1498
polynomial,1,0.5,1,gmpml,exp,1,0.255,5.3437,86.1417,87.3885,4.7423,0.1246
polynomial,1,0.5,0,gmpml,erm,1,0.005,0.0248,96.373,98.5015,4.6467,0.0263
polynomial,1,0.5,0.05,gmpml,erm,1,0.015,1.1264,96.408,97.4482,4.6324,0.0339
polynomial,1,0.5,0.1,gmpml,erm,1,0.005,0.0241,96.395,98.5773,4.649,0.0234
polynomial,1,0.5,0.15,gmpml,erm,1,0,0.0114,96.3771,98.8465,4.6461,0.0212
polynomial,1,0.5,0.2,gmpml,erm,1,0.01,0.2841,96.1611,98.3992,4.6473,0.0239
polynomial,1,0.5,0.25,gmpml,erm,1,0.025,1.2996,96.1811,97.367,4.6318,0.0326
polynomial,1,0.5,0.3,gmpml,erm,1,0.03,0.5636,95.9495,97.5109,4.6375,0.0344
polynomial,1,0.5,0.4,gmpml,erm,1,0.035,0.5586,94.9594,97.7781,4.6469,0.0281
polynomial,1,0.5,0.5,gmpml,erm,1,0.055,1.8436,93.1278,96.1587,4.6634,0.0428
polynomial,1,0.5,0.6,gmpml,erm,1,0.085,1.2291,91.5229,95.4965,4.6824,0.0474
polynomial,1,0.5,0.7,gmpml,erm,1,0.085,1.3964,91.2516,93.7421,4.6724,0.0648
polynomial,1,0.5,0.8,gmpml,erm,1,0.135,3.0725,86.5214,91.7651,4.7551,0.079
polynomial,1,0.5,0.9,gmpml,erm,1,0.23,10.5288,84.3246,85.5346,4.7099,0.1498
polynomial,1,0.5,1,gmpml,erm,1,0.19,3.3623,83.9722,90.6994,4.7864,0.0912
polynomial,1,0.5,0,loocv,avg,2,0.005,0.0154,39.2251,95.9588,5.9453,0.0395
polynomial,1,0.5,0.05,loocv,avg,2,0.005,0.0097,39.2219,96.2028,5.9638,0.0371
polynomial,1,0.5,0.1,loocv,avg,2,0.035,0.0114,38.9357,95.5914,5.9868,0.0429
polynomial,1,0.5,0.15,loocv,avg,2,0.12,0.0148,38.9535,94.5017,6.0007,0.0528
polynomial,1,0.5,0.2,loocv,avg,2,0.24,0.0395,38.3483,89.8062,6.0265,0.1087
polynomial,1,0.5,0.25,loocv,avg,2,0.385,0.0691,38.0945,86.9305,6.0489,0.1306
polynomial,1,0.5,0.3,loocv,avg,2,0.44,0.0749,37.6934,84.8444,6.0812,0.1533
polynomial,1,0.5,0.4,loocv,avg,2,0.69,0.0797,36.9713,80.2716,6.1834,0.2052
polynomial,1,0.5,0.5,loocv,avg,2,0.815,0.1463,34.7373,70.7857,6.3473,0.2963
polynomial,1,0.5,0.6,loocv,avg,2,0.935,2.4372,32.1217,58.8965,6.4863,0.425
polynomial,1,0.5,0.7,loocv,avg,2,0.97,4.006,31.318,54.2794,6.5428,0.49
polynomial,1,0.5,0.8,loocv,avg,2,0.995,4.1267,29.6188,45.4911,6.6078,0.5476
polynomial,1,0.5,0.9,loocv,avg,2,0.995,5.7463,27.817,41.4006,6.7177,0.5771
polynomial,1,0.5,1,loocv,avg,2,1,8.6169,26.5573,39.5322,6.8166,0.6057
polynomial,1,0.5,0,loocv,exp,2,0.065,0.0377,41.4356,70.2058,7.0584,0.1676
polynomial,1,0.5,0.05,loocv,exp,2,0.365,0.0364,41.2112,70.6417,7.0375,0.1678
polynomial,1,0.5,0.1,loocv,exp,2,0.64,0.0532,39.6591,64.3219,7.0784,0.2146
polynomial,1,0.5,0.15,loocv,exp,2,0.795,0.0652,38.4259,58.5378,7.3036,0.2716
polynomial,1,0.5,0.2,loocv,exp,2,0.95,0.0864,36.4871,51.2943,7.6366,0.3333
polynomial,1,0.5,0.25,loocv,exp,2,0.975,0.105,36.0929,48.154,7.7984,0.3811
polynomial,1,0.5,0.3,loocv,exp,2,0.975,0.1998,36.4893,45.2038,7.6012,0.4385
polynomial,1,0.5,0.4,loocv,exp,2,0.98,0.2372,35.9984,43.5923,7.6177,0.4987
polynomial,1,0.5,0.5,loocv,exp,2,0.955,1.712,36.437,45.0572,7.4929,0.5079
polynomial,1,0.5,0.6,loocv,exp,2,0.965,2.611,36.9229,43.3646,7.276,0.532
polynomial,1,0.5,0.7,loocv,exp,2,0.975,4.035,35.8262,40.7155,7.3554,0.5888
polynomial,1,0.5,0.8,loocv,exp,2,0.975,5.6169,35.0647,39.0783,7.0972,0.5893
polynomial,1,0.5,0.9,loocv,exp,2,0.995,3.7423,34.3541,35.5509,7.2138,0.6247
polynomial,1,0.5,1,loocv,exp,2,0.99,10.9733,30.347,31.1684,7.2236,0.685
polynomial,1,0.5,0,loocv,erm,2,0.505,74.2147,73.5841,39.6983,4.8401,0.5441
polynomial,1,0.5,0.05,loocv,erm,2,0.58,77.1838,75.0591,40.1932,4.623,0.5566
polynomial,1,0.5,0.1,loocv,erm,2,0.625,51.9585,62.9115,53.1174,5.3895,0.4201
polynomial,1,0.5,0.15,loocv,erm,2,0.53,43.8095,64.6009,60.4317,5.3068,0.3559
polynomial,1,0.5,0.2,loocv,erm,2,0.535,41.581,65.6982,61.8101,5.3219,0.3598
polynomial,1,0.5,0.25,loocv,erm,2,0.69,56.4231,67.6213,51.3207,5.0107,0.4654
polynomial,1,0.5,0.3,loocv,erm,2,0.59,40.0994,64.3822,62.123,5.3246,0.3553
polynomial,1,0.5,0.4,loocv,erm,2,0.645,38.6463,63.3371,60.2136,5.2978,0.3931
polynomial,1,0.5,0.5,loocv,erm,2,0.755,50.0814,65.1102,49.7332,5.1089,0.4931
polynomial,1,0.5,0.6,loocv,erm,2,0.795,48.364,63.5488,46.7376,5.3052,0.5267
polynomial,1,0.5,0.7,loocv,erm,2,0.755,43.228,62.0538,48.9846,5.3073,0.4828
polynomial,1,0.5,0.8,loocv,erm,2,0.81,33.6907,56.0158,47.9819,5.6388,0.5185
polynomial,1,0.5,0.9,loocv,erm,2,0.815,42.2377,57.681,43.3079,5.4296,0.5583
polynomial,1,0.5,1,loocv,erm,2,0.835,37.5195,54.2775,43.3471,5.6582,0.5416
polynomial,1,0.5,0,AICc,avg,2,0.045,0.0912,39.2151,91.1487,5.9339,0.0936
polynomial,1,0.5,0.05,AICc,avg,2,0.06,0.0763,39.2223,92.2152,5.9515,0.0796
polynomial,1,0.5,0.1,AICc,avg,2,0.09,0.0961,39.2964,90.8102,5.9552,0.1035
polynomial,1,0.5,0.15,AICc,avg,2,0.085,0.0912,39.2905,91.1546,5.9663,0.0976
polynomial,1,0.5,0.2,AICc,avg,2,0.09,0.1219,39.0701,90.5269,5.9687,0.1052
polynomial,1,0.5,0.25,AICc,avg,2,0.07,0.0763,39.2005,92.2179,6.0029,0.0861
polynomial,1,0.5,0.3,AICc,avg,2,0.135,0.2243,38.9559,87.0424,5.9805,0.1319
polynomial,1,0.5,0.4,AICc,avg,2,0.11,1.6649,38.9737,89.7375,5.9784,0.1094
polynomial,1,0.5,0.5,AICc,avg,2,0.305,0.9008,38.8697,89.59,6.0229,0.1081
polynomial,1,0.5,0.6,AICc,avg,2,0.605,4.255,37.8689,80.7747,5.9565,0.1958
polynomial,1,0.5,0.7,AICc,avg,2,0.835,3.9117,37.6953,80.2141,5.9922,0.2112
polynomial,1,0.5,0.8,AICc,avg,2,0.925,3.0011,36.6284,72.2602,6.0653,0.2821
polynomial,1,0.5,0.9,AICc,avg,2,0.985,10.866,36.0317,69.0406,5.9526,0.3258
polynomial,1,0.5,1,AICc,avg,2,1,6.9054,35.6169,59.4104,6.0372,0.408
polynomial,1,0.5,0,AICc,exp,2,0.14,0.1613,41.7661,47.4197,6.5865,0.3088
polynomial,1,0.5,0.05,AICc,exp,2,0.65,0.1984,40.1673,44.2906,6.6181,0.3464
polynomial,1,0.5,0.1,AICc,exp,2,0.91,0.1997,40.072,46.0375,6.6878,0.3601
polynomial,1,0.5,0.15,AICc,exp,2,0.95,0.2156,37.1313,43.4961,6.9897,0.3706
polynomial,1,0.5,0.2,AICc,exp,2,0.945,0.2209,36.2048,41.6569,7.1282,0.4166
polynomial,1,0.5,0.25,AICc,exp,2,0.965,0.3416,36.6039,38.287,7.1482,0.4754
polynomial,1,0.5,0.3,AICc,exp,2,0.975,0.4736,36.4441,35.5127,7.199,0.5211
polynomial,1,0.5,0.4,AICc,exp,2,0.92,1.293,37.5077,35.5238,7.1042,0.5706
polynomial,1,0.5,0.5,AICc,exp,2,0.94,2.1672,37.7199,31.7339,7.1176,0.6302
polynomial,1,0.5,0.6,AICc,exp,2,0.9,2.5392,37.7458,33.4471,7.0186,0.6249
polynomial,1,0.5,0.7,AICc,exp,2,0.93,3.617,37.4823,31.614,6.9106,0.6525
polynomial,1,0.5,0.8,AICc,exp,2,0.905,7.8529,38.7255,30.74,6.6612,0.6808
polynomial,1,0.5,0.9,AICc,exp,2,0.925,5.2794,37.4941,26.5357,6.7923,0.7249
polynomial,1,0.5,1,AICc,exp,2,0.925,11.6603,36.2966,27.0666,6.6296,0.7276
polynomial,1,0.5,0,AICc,erm,2,0.035,0.0682,73.7236,78.1222,5.3963,0.1436
polynomial,1,0.5,0.05,AICc,erm,2,0.24,0.0853,72.7013,77.6874,5.3935,0.1472
polynomial,1,0.5,0.1,AICc,erm,2,0.405,0.097,67.5665,74.5359,5.5633,0.1811
polynomial,1,0.5,0.15,AICc,erm,2,0.515,0.1366,59.3017,68.3123,5.826,0.2381
polynomial,1,0.5,0.2,AICc,erm,2,0.365,0.1423,67.7945,76.3976,5.4793,0.2042
polynomial,1,0.5,0.25,AICc,erm,2,0.36,0.1568,65.6757,76.1527,5.5491,0.2086
polynomial,1,0.5,0.3,AICc,erm,2,0.37,0.1558,60.7778,74.9052,5.7182,0.2211
polynomial,1,0.5,0.4,AICc,erm,2,0.31,0.2148,63.7754,77.1789,5.5525,0.2147
polynomial,1,0.5,0.5,AICc,erm,2,0.32,1.1074,67.1032,76.3415,5.4816,0.232
polynomial,1,0.5,0.6,AICc,erm,2,0.37,0.6144,63.2889,74.1581,5.5924,0.2557
polynomial,1,0.5,0.7,AICc,erm,2,0.31,1.0501,64.1412,80.1593,5.5097,0.193
polynomial,1,0.5,0.8,AICc,erm,2,0.465,3.0591,61.1303,76.9204,5.5077,0.2269
polynomial,1,0.5,0.9,AICc,erm,2,0.565,7.9924,57.6944,72.6317,5.5027,0.2745
polynomial,1,0.5,1,AICc,erm,2,0.69,8.6628,58.546,73.5187,5.4653,0.2644
polynomial,1,0.5,0,GCVc,avg,2,0.005,0.0562,39.2603,82.4128,5.8852,0.1836
polynomial,1,0.5,0.05,GCVc,avg,2,0.08,0.0629,39.4121,81.3954,5.8686,0.1862
polynomial,1,0.5,0.1,GCVc,avg,2,0.415,0.0625,39.3446,81.3441,5.9054,0.1857
polynomial,1,0.5,0.15,GCVc,avg,2,0.715,0.067,39.3585,80.8011,5.9191,0.195
polynomial,1,0.5,0.2,GCVc,avg,2,0.97,0.0864,39.2947,77.8903,5.9346,0.2238
polynomial,1,0.5,0.25,GCVc,avg,2,0.995,0.1086,39.4391,75.7491,5.9343,0.2423
polynomial,1,0.5,0.3,GCVc,avg,2,0.995,0.1318,39.3338,72.1181,5.9523,0.2879
polynomial,1,0.5,0.4,GCVc,avg,2,1,2.4279,38.8894,65.4719,5.9239,0.3482
polynomial,1,0.5,0.5,GCVc,avg,2,1,0.997,38.8779,62.0557,5.9851,0.3868
polynomial,1,0.5,0.6,GCVc,avg,2,1,1.0838,38.4694,57.8462,6.0111,0.4328
polynomial,1,0.5,0.7,GCVc,avg,2,1,5.5469,38.1197,52.0223,5.9474,0.4874
polynomial,1,0.5,0.8,GCVc,avg,2,1,7.239,37.7852,49.2651,5.9389,0.5107
polynomial,1,0.5,0.9,GCVc,avg,2,1,6.2003,36.9072,43.2028,6.014,0.579
polynomial,1,0.5,1,GCVc,avg,2,1,8.3737,36.4625,42.4145,6.0293,0.5763
polynomial,1,0.5,0,GCVc,exp,2,0.08,0.0534,41.2335,62.6967,6.8988,0.2082
