V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13
polynomial,3,1.5,0.4,GCVc,avg,2,0.985,0.2325,39.1101,60.9835,6.0217,0.4531
polynomial,3,1.5,0.5,GCVc,avg,2,0.99,0.3576,38.6276,57.8186,6.049,0.4536
polynomial,3,1.5,0.6,GCVc,avg,2,0.975,0.7587,38.704,54.183,6.0277,0.4792
polynomial,3,1.5,0.7,GCVc,avg,2,0.995,7.0837,37.9146,49.9403,5.9671,0.4895
polynomial,3,1.5,0.8,GCVc,avg,2,0.995,5.7826,37.0943,45.5909,6.0448,0.5806
polynomial,3,1.5,0.9,GCVc,avg,2,1,11.6717,36.7168,43.1788,5.9965,0.5834
polynomial,3,1.5,1,GCVc,avg,2,0.99,8.1235,35.9707,40.2545,6.0954,0.5953
polynomial,3,1.5,0,GCVc,exp,2,0.75,1.009,71.7996,78.9552,5.0723,0.2366
polynomial,3,1.5,0.05,GCVc,exp,2,0.72,0.1862,71.6974,78.4393,5.0907,0.2406
polynomial,3,1.5,0.1,GCVc,exp,2,0.705,0.2121,71.7531,77.5379,5.0867,0.2412
polynomial,3,1.5,0.15,GCVc,exp,2,0.81,0.2356,71.933,77.0222,5.0819,0.2613
polynomial,3,1.5,0.2,GCVc,exp,2,0.84,0.2248,71.3725,76.2692,5.107,0.2592
polynomial,3,1.5,0.25,GCVc,exp,2,0.86,0.9946,70.9776,73.8373,5.138,0.2616
polynomial,3,1.5,0.3,GCVc,exp,2,0.885,0.9793,68.6707,72.5786,5.2719,0.2775
polynomial,3,1.5,0.4,GCVc,exp,2,0.935,0.4137,64.8192,67.0837,5.5078,0.3348
polynomial,3,1.5,0.5,GCVc,exp,2,0.985,0.3413,59.3477,59.9765,5.859,0.4116
polynomial,3,1.5,0.6,GCVc,exp,2,0.98,1.9616,56.8039,54.6885,6.0492,0.4829
polynomial,3,1.5,0.7,GCVc,exp,2,0.985,3.7164,51.7944,48.3051,6.3565,0.5253
polynomial,3,1.5,0.8,GCVc,exp,2,1,5.0381,49.5603,44.0594,6.3694,0.5819
polynomial,3,1.5,0.9,GCVc,exp,2,0.99,6.7245,46.7082,38.9956,6.4265,0.619
polynomial,3,1.5,1,GCVc,exp,2,0.995,14.3316,45.4681,36.5403,6.4789,0.6542
polynomial,3,1.5,0,GCVc,erm,2,0.74,0.203,71.6701,77.3651,5.0881,0.2527
polynomial,3,1.5,0.05,GCVc,erm,2,0.725,0.9299,71.7371,77.8832,5.0755,0.2523
polynomial,3,1.5,0.1,GCVc,erm,2,0.72,0.2057,71.7069,77.7542,5.0873,0.261
polynomial,3,1.5,0.15,GCVc,erm,2,0.83,1.6669,71.0469,77.4587,5.0825,0.2442
polynomial,3,1.5,0.2,GCVc,erm,2,0.825,0.931,70.2144,77.2152,5.1186,0.2505
polynomial,3,1.5,0.25,GCVc,erm,2,0.855,1.7063,69.9555,74.7106,5.1172,0.2627
polynomial,3,1.5,0.3,GCVc,erm,2,0.895,0.2507,67.9727,74.2419,5.1932,0.2782
polynomial,3,1.5,0.4,GCVc,erm,2,0.945,3.9827,65.4309,70.125,5.2112,0.3068
polynomial,3,1.5,0.5,GCVc,erm,2,0.965,7.87,61.762,61.0287,5.328,0.4181
polynomial,3,1.5,0.6,GCVc,erm,2,0.985,21.39,59.2278,51.431,5.3458,0.5023
polynomial,3,1.5,0.7,GCVc,erm,2,0.96,25.8014,59.3979,44.8845,5.2933,0.5289
polynomial,3,1.5,0.8,GCVc,erm,2,1,47.5516,59.0552,35.6704,5.081,0.6628
polynomial,3,1.5,0.9,GCVc,erm,2,1,50.5401,58.1604,31.1266,5.1074,0.7361
polynomial,3,1.5,1,GCVc,erm,2,1,57.8548,57.5813,28.3195,5.0673,0.7485
polynomial,3,1.5,0,gmpml,avg,2,0.095,0.0141,39.9475,95.2191,6.0464,0.0536
polynomial,3,1.5,0.05,gmpml,avg,2,0.11,0.0171,40.0106,94.6439,6.0424,0.0634
polynomial,3,1.5,0.1,gmpml,avg,2,0.125,0.018,39.9474,94.6303,6.0474,0.0611
polynomial,3,1.5,0.15,gmpml,avg,2,0.15,1.3376,40.0059,93.4794,6.0053,0.0701
polynomial,3,1.5,0.2,gmpml,avg,2,0.24,0.0264,39.9323,93.1964,6.0471,0.0786
polynomial,3,1.5,0.25,gmpml,avg,2,0.215,0.2955,39.8312,93.0371,6.0465,0.0718
polynomial,3,1.5,0.3,gmpml,avg,2,0.265,0.0449,39.8468,91.9111,6.0498,0.0965
polynomial,3,1.5,0.4,gmpml,avg,2,0.4,1.0594,39.9417,87.6778,6.029,0.1431
polynomial,3,1.5,0.5,gmpml,avg,2,0.5,1.6765,39.8006,83.2617,6.0142,0.1762
polynomial,3,1.5,0.6,gmpml,avg,2,0.65,4.895,39.5044,74.9706,5.9556,0.2555
polynomial,3,1.5,0.7,gmpml,avg,2,0.73,2.6201,39.3138,72.3547,6.0103,0.2765
polynomial,3,1.5,0.8,gmpml,avg,2,0.81,7.3796,38.8642,60.2244,5.9316,0.3868
polynomial,3,1.5,0.9,gmpml,avg,2,0.855,6.7988,38.3554,59.6732,6.0091,0.4366
polynomial,3,1.5,1,gmpml,avg,2,0.885,14.2162,37.6686,50.8172,5.9229,0.4771
polynomial,3,1.5,0,gmpml,exp,2,0,0.0087,71.931,98.5898,5.1202,0.0131
polynomial,3,1.5,0.05,gmpml,exp,2,0,0.0085,71.7173,98.6079,5.1268,0.0122
polynomial,3,1.5,0.1,gmpml,exp,2,0.01,1.0232,71.8522,97.6805,5.1026,0.0207
polynomial,3,1.5,0.15,gmpml,exp,2,0.015,0.7532,71.3696,97.5592,5.1484,0.0227
polynomial,3,1.5,0.2,gmpml,exp,2,0.005,0.0108,71.2828,98.1648,5.1488,0.0162
polynomial,3,1.5,0.25,gmpml,exp,2,0.02,0.0107,71.0218,98.0426,5.1594,0.0168
polynomial,3,1.5,0.3,gmpml,exp,2,0.085,1.0375,69.5808,94.5235,5.2714,0.0505
polynomial,3,1.5,0.4,gmpml,exp,2,0.19,0.0632,64.7936,89.0905,5.5316,0.093
polynomial,3,1.5,0.5,gmpml,exp,2,0.325,0.9103,59.6734,80.6845,5.8471,0.1965
polynomial,3,1.5,0.6,gmpml,exp,2,0.41,1.2575,56.6652,74.4368,6.0134,0.263
polynomial,3,1.5,0.7,gmpml,exp,2,0.555,2.2049,51.4615,62.7684,6.2873,0.4109
polynomial,3,1.5,0.8,gmpml,exp,2,0.59,5.6011,50.8465,61.174,6.4162,0.4184
polynomial,3,1.5,0.9,gmpml,exp,2,0.72,8.525,44.0392,47.579,6.7439,0.5852
polynomial,3,1.5,1,gmpml,exp,2,0.74,7.1261,43.4151,44.096,6.8679,0.6516
polynomial,3,1.5,0,gmpml,erm,2,0.005,0.0459,71.8745,98.0851,5.1162,0.0167
polynomial,3,1.5,0.05,gmpml,erm,2,0,0.0081,71.8756,98.6811,5.1221,0.0123
polynomial,3,1.5,0.1,gmpml,erm,2,0.01,0.1224,71.6618,97.749,5.1218,0.0204
polynomial,3,1.5,0.15,gmpml,erm,2,0.02,1.0285,70.8979,97.2657,5.1372,0.0247
polynomial,3,1.5,0.2,gmpml,erm,2,0,0.0082,70.1186,98.5869,5.1633,0.0124
polynomial,3,1.5,0.25,gmpml,erm,2,0,0.0083,69.048,98.5355,5.1847,0.0126
polynomial,3,1.5,0.3,gmpml,erm,2,0.03,0.0484,67.2911,97.3857,5.2461,0.0244
polynomial,3,1.5,0.4,gmpml,erm,2,0.08,0.8371,64.9164,94.8717,5.3076,0.0495
polynomial,3,1.5,0.5,gmpml,erm,2,0.195,1.8372,62.1329,89.7359,5.4585,0.1036
polynomial,3,1.5,0.6,gmpml,erm,2,0.265,3.1598,60.9625,86.1293,5.4474,0.1476
polynomial,3,1.5,0.7,gmpml,erm,2,0.31,4.4778,59.7999,80.3585,5.4606,0.1994
polynomial,3,1.5,0.8,gmpml,erm,2,0.39,4.868,59.6644,77.0701,5.5441,0.2625
polynomial,3,1.5,0.9,gmpml,erm,2,0.47,10.936,57.9623,67.4062,5.4751,0.3324
polynomial,3,1.5,1,gmpml,erm,2,0.42,6.8702,59.4872,72.8627,5.4143,0.3105
polynomial,3,1.5,0,loocv,avg,3,0.11,0.0092,15.4844,70.0352,8.2981,0.0803
polynomial,3,1.5,0.05,loocv,avg,3,0.11,0.0084,15.4545,70.6757,8.3324,0.0792
polynomial,3,1.5,0.1,loocv,avg,3,0.145,0.0091,15.4399,69.9997,8.3283,0.0813
polynomial,3,1.5,0.15,loocv,avg,3,0.275,0.0115,15.4708,68.8194,8.3246,0.088
polynomial,3,1.5,0.2,loocv,avg,3,0.29,0.0117,15.3268,68.213,8.3654,0.0897
polynomial,3,1.5,0.25,loocv,avg,3,0.505,0.0165,15.4029,65.4075,8.3346,0.1115
polynomial,3,1.5,0.3,loocv,avg,3,0.465,0.0168,15.4118,66.1399,8.3845,0.1124
polynomial,3,1.5,0.4,loocv,avg,3,0.645,0.0352,15.1079,60.0113,8.405,0.1616
polynomial,3,1.5,0.5,loocv,avg,3,0.74,0.0595,14.8898,55.4491,8.4789,0.2202
polynomial,3,1.5,0.6,loocv,avg,3,0.8,0.1023,13.8594,49.1049,8.5908,0.3216
polynomial,3,1.5,0.7,loocv,avg,3,0.875,0.0855,13.9785,50.4193,8.7311,0.322
polynomial,3,1.5,0.8,loocv,avg,3,0.88,0.1346,12.6182,41.4281,8.7837,0.3958
polynomial,3,1.5,0.9,loocv,avg,3,0.925,0.8801,12.3524,42.5193,8.8849,0.4243
polynomial,3,1.5,1,loocv,avg,3,0.935,0.1393,11.8482,39.9167,9.0684,0.462
polynomial,3,1.5,0,loocv,exp,3,0.08,0.0077,15.6969,54.7701,8.9621,0.1027
polynomial,3,1.5,0.05,loocv,exp,3,0.17,0.0082,15.9524,54.8876,8.9515,0.104
polynomial,3,1.5,0.1,loocv,exp,3,0.305,0.0083,15.7749,54.2318,8.9916,0.1085
polynomial,3,1.5,0.15,loocv,exp,3,0.38,0.0096,15.9175,54.3874,8.9557,0.1112
polynomial,3,1.5,0.2,loocv,exp,3,0.54,0.0132,16.2987,54.0808,8.8917,0.1208
polynomial,3,1.5,0.25,loocv,exp,3,0.62,0.0162,15.9895,52.7057,8.8535,0.1277
polynomial,3,1.5,0.3,loocv,exp,3,0.71,0.0292,16.1596,51.5503,8.816,0.1491
polynomial,3,1.5,0.4,loocv,exp,3,0.81,0.0459,16.8759,50.1964,8.6929,0.1932
polynomial,3,1.5,0.5,loocv,exp,3,0.82,0.0671,17.261,49.0432,8.6858,0.2332
polynomial,3,1.5,0.6,loocv,exp,3,0.905,0.1195,16.1409,43.2079,8.7546,0.3298
polynomial,3,1.5,0.7,loocv,exp,3,0.9,0.1236,17.0167,43.9297,8.6849,0.3517
polynomial,3,1.5,0.8,loocv,exp,3,0.88,0.1184,16.9869,45.0593,8.7544,0.3465
polynomial,3,1.5,0.9,loocv,exp,3,0.92,0.1498,16.1728,42.1894,8.8788,0.4025
polynomial,3,1.5,1,loocv,exp,3,0.905,0.1817,14.5445,36.587,9.0016,0.494
polynomial,3,1.5,0,loocv,erm,3,0.175,0.0075,15.7706,46.8202,9.239,0.1198
polynomial,3,1.5,0.05,loocv,erm,3,0.265,0.0076,15.6838,44.6722,9.3053,0.124
polynomial,3,1.5,0.1,loocv,erm,3,0.44,0.0087,15.6949,45.9822,9.2847,0.1266
polynomial,3,1.5,0.15,loocv,erm,3,0.51,0.0093,15.6901,45.5558,9.3685,0.1393
polynomial,3,1.5,0.2,loocv,erm,3,0.655,0.0129,15.8864,44.9933,9.3153,0.1412
polynomial,3,1.5,0.25,loocv,erm,3,0.76,0.0183,16.0952,43.2255,9.3142,0.17
polynomial,3,1.5,0.3,loocv,erm,3,0.725,0.0274,16.0836,42.8609,9.2429,0.1882
polynomial,3,1.5,0.4,loocv,erm,3,0.835,0.0377,16.373,42.0602,9.3186,0.2173
polynomial,3,1.5,0.5,loocv,erm,3,0.925,0.0647,15.7416,37.9268,9.3091,0.2894
polynomial,3,1.5,0.6,loocv,erm,3,0.935,0.8521,16.3887,37.7086,9.1467,0.3756
polynomial,3,1.5,0.7,loocv,erm,3,0.9,0.1269,16.6664,38.4171,9.1187,0.3392
polynomial,3,1.5,0.8,loocv,erm,3,0.935,0.1796,17.1881,36.8659,9.0288,0.4332
polynomial,3,1.5,0.9,loocv,erm,3,0.95,0.9665,16.2505,34.0705,9.1494,0.4974
polynomial,3,1.5,1,loocv,erm,3,0.95,0.182,16.5054,36.3414,9.2977,0.4392
polynomial,3,1.5,0,AICc,avg,3,0.24,0.0506,15.4475,48.957,7.705,0.1664
polynomial,3,1.5,0.05,AICc,avg,3,0.25,0.0506,15.4415,49.0052,7.7339,0.1706
polynomial,3,1.5,0.1,AICc,avg,3,0.43,0.0519,15.4661,48.8359,7.7569,0.1747
polynomial,3,1.5,0.15,AICc,avg,3,0.46,0.0532,15.4746,48.6214,7.7833,0.1772
polynomial,3,1.5,0.2,AICc,avg,3,0.635,0.0541,15.4402,48.4634,7.8489,0.1902
polynomial,3,1.5,0.25,AICc,avg,3,0.735,0.0571,15.4437,47.991,7.9064,0.2023
polynomial,3,1.5,0.3,AICc,avg,3,0.695,0.0583,15.466,47.7884,7.9269,0.1961
polynomial,3,1.5,0.4,AICc,avg,3,0.84,0.0663,15.4485,46.5634,8.0588,0.2358
polynomial,3,1.5,0.5,AICc,avg,3,0.885,0.078,15.395,44.4642,8.1716,0.266
polynomial,3,1.5,0.6,AICc,avg,3,0.91,0.0838,15.4244,43.8585,8.3064,0.2989
polynomial,3,1.5,0.7,AICc,avg,3,0.965,0.0938,15.35,42.6251,8.4061,0.3213
polynomial,3,1.5,0.8,AICc,avg,3,0.965,0.0806,15.2414,44.0048,8.5091,0.3052
polynomial,3,1.5,0.9,AICc,avg,3,0.97,0.0965,15.2761,41.8827,8.6025,0.3457
polynomial,3,1.5,1,AICc,avg,3,0.975,0.0977,15.1178,41.7164,8.7147,0.3515
polynomial,3,1.5,0,AICc,exp,3,0.215,0.0317,15.7616,42.5653,8.1493,0.1378
polynomial,3,1.5,0.05,AICc,exp,3,0.29,0.0336,15.6203,41.8162,8.1265,0.1406
polynomial,3,1.5,0.1,AICc,exp,3,0.42,0.0352,15.7971,41.7996,8.1746,0.1501
polynomial,3,1.5,0.15,AICc,exp,3,0.54,0.0353,16.0308,42.5989,8.2065,0.1551
polynomial,3,1.5,0.2,AICc,exp,3,0.645,0.039,15.9993,42.5047,8.2194,0.1592
polynomial,3,1.5,0.25,AICc,exp,3,0.765,0.0412,16.088,42.1379,8.278,0.1713
polynomial,3,1.5,0.3,AICc,exp,3,0.845,0.0467,16.5069,42.2325,8.2765,0.189
polynomial,3,1.5,0.4,AICc,exp,3,0.88,0.0559,16.8332,41.6512,8.3609,0.2155
polynomial,3,1.5,0.5,AICc,exp,3,0.91,0.0685,17.7307,42.2929,8.3601,0.2465
polynomial,3,1.5,0.6,AICc,exp,3,0.94,0.0801,18.2394,42.0477,8.3572,0.2612
polynomial,3,1.5,0.7,AICc,exp,3,0.92,0.0814,18.2756,42.0105,8.4501,0.2827
polynomial,3,1.5,0.8,AICc,exp,3,0.985,0.0952,18.3107,41.3616,8.5269,0.323
polynomial,3,1.5,0.9,AICc,exp,3,0.945,0.1062,18.2069,40.7776,8.6125,0.3473
polynomial,3,1.5,1,AICc,exp,3,0.95,0.1107,18.1881,40.8026,8.6321,0.3491
polynomial,3,1.5,0,AICc,erm,3,0.195,0.0242,15.6667,39.1514,8.5731,0.1387
polynomial,3,1.5,0.05,AICc,erm,3,0.275,0.0256,15.775,38.4895,8.6165,0.1416
polynomial,3,1.5,0.1,AICc,erm,3,0.505,0.0245,15.8351,38.7875,8.7256,0.1503
polynomial,3,1.5,0.15,AICc,erm,3,0.635,0.0262,15.9768,38.5924,8.7774,0.1582
polynomial,3,1.5,0.2,AICc,erm,3,0.72,0.0272,15.677,38.4974,8.8306,0.1685
polynomial,3,1.5,0.25,AICc,erm,3,0.725,0.0285,16.1013,39.2397,8.8491,0.1741
polynomial,3,1.5,0.3,AICc,erm,3,0.835,0.0282,16.1003,39.2704,9.0265,0.1885
polynomial,3,1.5,0.4,AICc,erm,3,0.895,0.03,16.5571,39.968,9.1784,0.2025
polynomial,3,1.5,0.5,AICc,erm,3,0.91,0.0349,16.5282,39.7419,9.2618,0.2322
polynomial,3,1.5,0.6,AICc,erm,3,0.92,0.0468,16.8556,39.5373,9.3837,0.2631
polynomial,3,1.5,0.7,AICc,erm,3,0.965,0.0622,17.3429,40.1426,9.2691,0.2875
polynomial,3,1.5,0.8,AICc,erm,3,0.955,0.8163,18.1023,39.3141,9.3819,0.3432
polynomial,3,1.5,0.9,AICc,erm,3,0.97,0.8121,16.7119,38.2186,9.579,0.3552
polynomial,3,1.5,1,AICc,erm,3,0.98,0.8163,16.7881,38.2881,9.6272,0.361
polynomial,3,1.5,0,GCVc,avg,3,0.115,0.0149,15.4814,65.2243,8.0807,0.0924
polynomial,3,1.5,0.05,GCVc,avg,3,0.105,0.0137,15.4634,65.9658,8.1054,0.0892
polynomial,3,1.5,0.1,GCVc,avg,3,0.195,0.014,15.4797,65.9986,8.1376,0.0954
polynomial,3,1.5,0.15,GCVc,avg,3,0.3,0.0136,15.48,66.1151,8.1943,0.094
polynomial,3,1.5,0.2,GCVc,avg,3,0.33,0.0126,15.4798,66.9375,8.2688,0.0946
polynomial,3,1.5,0.25,GCVc,avg,3,0.415,0.0121,15.4697,67.6181,8.3135,0.0927
polynomial,3,1.5,0.3,GCVc,avg,3,0.485,0.0114,15.4825,68.1911,8.4189,0.0942
polynomial,3,1.5,0.4,GCVc,avg,3,0.525,0.0113,15.4481,68.5177,8.5065,0.0961
polynomial,3,1.5,0.5,GCVc,avg,3,0.69,0.0114,15.4642,68.9974,8.6767,0.1072
polynomial,3,1.5,0.6,GCVc,avg,3,0.725,0.0105,15.4603,69.4477,8.787,0.1071
polynomial,3,1.5,0.7,GCVc,avg,3,0.805,0.0094,15.494,70.4702,8.9557,0.1116
polynomial,3,1.5,0.8,GCVc,avg,3,0.795,0.0111,15.4824,69.7212,9.0157,0.1162
polynomial,3,1.5,0.9,GCVc,avg,3,0.825,0.0092,15.4332,70.8329,9.101,0.1138
polynomial,3,1.5,1,GCVc,avg,3,0.85,0.012,15.4713,70.1945,9.1954,0.1281
polynomial,3,1.5,0,GCVc,exp,3,0.095,0.0121,15.4388,50.7181,8.732,0.1133
polynomial,3,1.5,0.05,GCVc,exp,3,0.16,0.0133,16.1702,51.5378,8.6339,0.1119
polynomial,3,1.5,0.1,GCVc,exp,3,0.245,0.0126,16.1761,52.0475,8.7021,0.1118
polynomial,3,1.5,0.15,GCVc,exp,3,0.48,0.0111,15.6964,53.0617,8.8596,0.1169
polynomial,3,1.5,0.2,GCVc,exp,3,0.54,0.0112,16.0124,54.2061,8.8797,0.1156
polynomial,3,1.5,0.25,GCVc,exp,3,0.505,0.0102,16.1283,55.6645,8.956,0.1195
polynomial,3,1.5,0.3,GCVc,exp,3,0.705,0.0102,16.4616,57.2132,8.9976,0.1226
polynomial,3,1.5,0.4,GCVc,exp,3,0.72,0.0101,16.6853,59.4775,9.0534,0.1209
polynomial,3,1.5,0.5,GCVc,exp,3,0.78,0.0104,17.5499,62.259,9.093,0.1271
polynomial,3,1.5,0.6,GCVc,exp,3,0.805,0.0124,17.951,63.4068,9.0625,0.1335
polynomial,3,1.5,0.7,GCVc,exp,3,0.775,0.0121,18.1746,64.7815,9.1383,0.1366
polynomial,3,1.5,0.8,GCVc,exp,3,0.875,0.0097,18.3065,66.9659,9.1675,0.1282
polynomial,3,1.5,0.9,GCVc,exp,3,0.85,0.0116,18.3254,66.718,9.2259,0.1415
polynomial,3,1.5,1,GCVc,exp,3,0.815,0.01,18.1192,67.6994,9.27,0.1239
polynomial,3,1.5,0,GCVc,erm,3,0.165,0.0112,15.8154,44.3463,9.021,0.1238
polynomial,3,1.5,0.05,GCVc,erm,3,0.31,0.0115,15.7287,43.3913,9.026,0.1276
polynomial,3,1.5,0.1,GCVc,erm,3,0.39,0.0099,15.5996,44.5927,9.1828,0.1275
polynomial,3,1.5,0.15,GCVc,erm,3,0.5,0.0099,15.6854,45.1226,9.2313,0.133
polynomial,3,1.5,0.2,GCVc,erm,3,0.665,0.0097,16.0312,46.0666,9.354,0.142
polynomial,3,1.5,0.25,GCVc,erm,3,0.725,0.0093,15.9742,46.0638,9.4831,0.1483
polynomial,3,1.5,0.3,GCVc,erm,3,0.78,0.0096,16.1813,46.871,9.6035,0.1573
polynomial,3,1.5,0.4,GCVc,erm,3,0.875,0.0089,15.9399,46.4279,9.8503,0.1758
polynomial,3,1.5,0.5,GCVc,erm,3,0.865,0.0091,16.4099,47.937,9.9627,0.1933
polynomial,3,1.5,0.6,GCVc,erm,3,0.91,0.0103,16.4145,48.3687,10.1219,0.212
polynomial,3,1.5,0.7,GCVc,erm,3,0.835,0.0093,17.8982,54.8636,9.9152,0.2003
polynomial,3,1.5,0.8,GCVc,erm,3,0.855,0.0102,18.0509,55.5597,9.9334,0.2029
polynomial,3,1.5,0.9,GCVc,erm,3,0.91,0.7512,17.4084,55.0762,10.1743,0.2417
polynomial,3,1.5,1,GCVc,erm,3,0.915,2.237,17.018,54.6723,10.0862,0.24
polynomial,3,1.5,0,gmpml,avg,3,0.095,0.007,15.6057,72.0458,8.388,0.0738
polynomial,3,1.5,0.05,gmpml,avg,3,0.105,0.0069,15.5557,71.8772,8.4261,0.0782
polynomial,3,1.5,0.1,gmpml,avg,3,0.215,0.0071,15.6034,71.8746,8.4408,0.0802
polynomial,3,1.5,0.15,gmpml,avg,3,0.215,0.007,15.5921,71.9973,8.4619,0.078
polynomial,3,1.5,0.2,gmpml,avg,3,0.325,0.007,15.5866,71.8228,8.494,0.0805
polynomial,3,1.5,0.25,gmpml,avg,3,0.36,0.0069,15.6261,72.2633,8.542,0.0818
polynomial,3,1.5,0.3,gmpml,avg,3,0.52,0.0074,15.5779,71.5064,8.6017,0.0866
polynomial,3,1.5,0.4,gmpml,avg,3,0.51,0.0074,15.5791,71.5642,8.6558,0.0877
polynomial,3,1.5,0.5,gmpml,avg,3,0.665,0.0073,15.5834,71.6624,8.8025,0.0972
polynomial,3,1.5,0.6,gmpml,avg,3,0.73,0.0082,15.5892,71.0888,8.8499,0.1019
polynomial,3,1.5,0.7,gmpml,avg,3,0.765,0.0096,15.58,70.4569,8.9669,0.1138
polynomial,3,1.5,0.8,gmpml,avg,3,0.76,0.0107,15.4943,69.8278,9.0003,0.1171
polynomial,3,1.5,0.9,gmpml,avg,3,0.8,0.0111,15.5374,69.8717,9.0726,0.1174
polynomial,3,1.5,1,gmpml,avg,3,0.875,0.015,15.3529,68.0239,9.2099,0.1546
polynomial,3,1.5,0,gmpml,exp,3,0.185,0.0071,15.4941,55.1077,8.9844,0.1048
polynomial,3,1.5,0.05,gmpml,exp,3,0.165,0.0071,15.7341,54.9379,8.9917,0.1007
polynomial,3,1.5,0.1,gmpml,exp,3,0.21,0.0071,15.626,54.789,9.0625,0.1083
polynomial,3,1.5,0.15,gmpml,exp,3,0.41,0.0072,15.7845,55.8027,9.0806,0.1076
polynomial,3,1.5,0.2,gmpml,exp,3,0.495,0.0075,16.242,57.3542,9.0425,0.1095
polynomial,3,1.5,0.25,gmpml,exp,3,0.505,0.0074,16.4754,58.6383,9.0565,0.1086
polynomial,3,1.5,0.3,gmpml,exp,3,0.66,0.0075,16.3035,58.5804,9.1247,0.1141
polynomial,3,1.5,0.4,gmpml,exp,3,0.665,0.008,17.0439,61.3576,9.0985,0.1133
polynomial,3,1.5,0.5,gmpml,exp,3,0.745,0.0095,17.7574,63.0547,9.0756,0.1208
polynomial,3,1.5,0.6,gmpml,exp,3,0.765,0.011,18.1599,64.4172,9.1116,0.1298
polynomial,3,1.5,0.7,gmpml,exp,3,0.795,0.0104,18.458,66.2658,9.0941,0.1327
polynomial,3,1.5,0.8,gmpml,exp,3,0.815,0.0122,18.4343,65.8593,9.1265,0.1344
polynomial,3,1.5,0.9,gmpml,exp,3,0.84,0.0136,19.0983,66.5157,9.1728,0.1452
polynomial,3,1.5,1,gmpml,exp,3,0.89,0.0147,18.3617,66.695,9.2301,0.1576
polynomial,3,1.5,0,gmpml,erm,3,0.18,0.0071,16.096,47.3872,9.2505,0.116
polynomial,3,1.5,0.05,gmpml,erm,3,0.235,0.0074,15.7108,45.7845,9.3054,0.1228
polynomial,3,1.5,0.1,gmpml,erm,3,0.35,0.007,16.2914,47.4624,9.3345,0.1233
polynomial,3,1.5,0.15,gmpml,erm,3,0.505,0.0074,16.0149,47.1492,9.3851,0.1292
polynomial,3,1.5,0.2,gmpml,erm,3,0.595,0.0074,16.0583,47.4266,9.4792,0.134
polynomial,3,1.5,0.25,gmpml,erm,3,0.73,0.0074,15.88,46.7362,9.6235,0.1522
polynomial,3,1.5,0.3,gmpml,erm,3,0.74,0.0082,15.9489,47.0295,9.6262,0.1491
polynomial,3,1.5,0.4,gmpml,erm,3,0.83,0.0087,16.3766,47.6364,9.7749,0.1671
polynomial,3,1.5,0.5,gmpml,erm,3,0.83,0.0103,16.2942,48.3074,9.8679,0.189
polynomial,3,1.5,0.6,gmpml,erm,3,0.82,0.0117,17.5463,51.4649,9.797,0.1878
polynomial,3,1.5,0.7,gmpml,erm,3,0.875,0.0149,17.5578,52.4747,9.7858,0.2088
polynomial,3,1.5,0.8,gmpml,erm,3,0.875,0.0198,17.5307,50.9325,9.8625,0.2232
polynomial,3,1.5,0.9,gmpml,erm,3,0.895,0.0325,17.183,51.3131,9.9216,0.2675
polynomial,3,1.5,1,gmpml,erm,3,0.87,0.0617,18.5786,54.4397,9.7751,0.2586
polynomial,3,1.5,0,loocv,avg,4,0.05,0.008,12.7862,65.6431,8.5257,0.1297
polynomial,3,1.5,0.05,loocv,avg,4,0.12,0.0078,12.7758,65.7507,8.5265,0.1237
polynomial,3,1.5,0.1,loocv,avg,4,0.245,0.0093,12.782,64.4144,8.5133,0.1312
polynomial,3,1.5,0.15,loocv,avg,4,0.29,0.0095,12.7615,64.2504,8.5367,0.1339
polynomial,3,1.5,0.2,loocv,avg,4,0.42,0.0124,12.743,62.4355,8.5253,0.1498
polynomial,3,1.5,0.25,loocv,avg,4,0.525,0.0153,12.6802,60.7059,8.5237,0.1495
polynomial,3,1.5,0.3,loocv,avg,4,0.62,0.0215,12.5368,58.3414,8.5425,0.1729
polynomial,3,1.5,0.4,loocv,avg,4,0.725,0.0321,12.2594,54.4859,8.6077,0.2142
polynomial,3,1.5,0.5,loocv,avg,4,0.835,0.062,11.7431,49.0163,8.705,0.2914
polynomial,3,1.5,0.6,loocv,avg,4,0.88,0.0867,11.1641,43.989,8.8005,0.3571
polynomial,3,1.5,0.7,loocv,avg,4,0.895,0.1006,10.6561,42.3912,8.9471,0.4051
polynomial,3,1.5,0.8,loocv,avg,4,0.915,0.1161,10.1905,40.301,9.0242,0.438
polynomial,3,1.5,0.9,loocv,avg,4,0.92,0.1526,9.4009,33.9142,9.1601,0.5341
polynomial,3,1.5,1,loocv,avg,4,0.97,0.9058,8.7388,32.8524,9.2744,0.5631
polynomial,3,1.5,0,loocv,exp,4,0.005,0.0073,68.502,94.0816,5.4563,0.0244
polynomial,3,1.5,0.05,loocv,exp,4,0.065,0.013,67.4947,92.7232,5.5269,0.0329
polynomial,3,1.5,0.1,loocv,exp,4,0.17,0.0172,63.1328,86.3226,5.9134,0.0598
polynomial,3,1.5,0.15,loocv,exp,4,0.36,0.8607,54.8759,74.3596,6.5643,0.104
polynomial,3,1.5,0.2,loocv,exp,4,0.53,0.0317,43.0459,59.157,7.3778,0.1783
