method	p	l	int.effect	mode	strategy	n	power
rbf	3	1.5	0.2	gmpml	erm	100	0.835
rbf	3	1.5	0.2	gmpml	average	100	0.775
rbf	3	1.5	0.3	loocv	erm	100	0.62
rbf	3	1.5	0.3	loocv	average	100	0.86
rbf	3	1.5	0.3	AICc	erm	100	0.69
rbf	3	1.5	0.3	AICc	average	100	0.925
rbf	3	1.5	0.3	GCVc	erm	100	0.755
rbf	3	1.5	0.3	GCVc	average	100	0.88
rbf	3	1.5	0.3	gmpml	erm	100	0.885
rbf	3	1.5	0.3	gmpml	average	100	0.86
matern	0	0.5	0	loocv	erm	100	0.01
matern	0	1	0	loocv	erm	100	0.03
matern	0	1.5	0	loocv	erm	100	0.02
matern	0	0.5	0	loocv	average	100	0.005
matern	0	1	0	loocv	average	100	0.025
matern	0	1.5	0	loocv	average	100	0.015
matern	0	0.5	0	AICc	erm	100	0.04
matern	0	1	0	AICc	erm	100	0.015
matern	0	1.5	0	AICc	erm	100	0.02
matern	0	0.5	0	AICc	average	100	0.085
matern	0	1	0	AICc	average	100	0.045
matern	0	1.5	0	AICc	average	100	0.025
matern	0	0.5	0	GCVc	erm	100	0.005
matern	0	1	0	GCVc	erm	100	0.025
matern	0	1.5	0	GCVc	erm	100	0.01
matern	0	0.5	0	GCVc	average	100	0.035
matern	0	1	0	GCVc	average	100	0.025
matern	0	1.5	0	GCVc	average	100	0.005
matern	0	0.5	0	gmpml	erm	100	0.015
matern	0	1	0	gmpml	erm	100	0.01
matern	0	1.5	0	gmpml	erm	100	0.025
matern	0	0.5	0	gmpml	average	100	0.03
matern	0	1	0	gmpml	average	100	0.02
matern	0	1.5	0	gmpml	average	100	0.015
matern	0	0.5	0.1	loocv	erm	100	0.02
matern	0	1	0.1	loocv	erm	100	0.04
matern	0	1.5	0.1	loocv	erm	100	0.12
matern	0	0.5	0.1	loocv	average	100	0.03
matern	0	1	0.1	loocv	average	100	0.02
matern	0	1.5	0.1	loocv	average	100	0.05
matern	0	0.5	0.1	AICc	erm	100	0.02
matern	0	1	0.1	AICc	erm	100	0.025
matern	0	1.5	0.1	AICc	erm	100	0.035
matern	0	0.5	0.1	AICc	average	100	0.1
matern	0	1	0.1	AICc	average	100	0.05
matern	0	1.5	0.1	AICc	average	100	0.035
matern	0	0.5	0.1	GCVc	erm	100	0.01
matern	0	1	0.1	GCVc	erm	100	0.015
matern	0	1.5	0.1	GCVc	erm	100	0.055
matern	0	0.5	0.1	GCVc	average	100	0.035
matern	0	1	0.1	GCVc	average	100	0.01
matern	0	1.5	0.1	GCVc	average	100	0.03
matern	0	0.5	0.1	gmpml	erm	100	0.01
matern	0	1	0.1	gmpml	erm	100	0.025
matern	0	1.5	0.1	gmpml	erm	100	0.14
matern	0	0.5	0.1	gmpml	average	100	0.025
matern	0	1	0.1	gmpml	average	100	0.02
matern	0	1.5	0.1	gmpml	average	100	0.08
matern	0	0.5	0.2	loocv	erm	100	0.02
matern	0	1	0.2	loocv	erm	100	0.055
matern	0	1.5	0.2	loocv	erm	100	0.235
matern	0	0.5	0.2	loocv	average	100	0.045
matern	0	1	0.2	loocv	average	100	0.02
matern	0	1.5	0.2	loocv	average	100	0.05
matern	0	0.5	0.2	AICc	erm	100	0.015
matern	0	1	0.2	AICc	erm	100	0.05
matern	0	1.5	0.2	AICc	erm	100	0.025
matern	0	0.5	0.2	AICc	average	100	0.12
matern	0	1	0.2	AICc	average	100	0.065
matern	0	1.5	0.2	AICc	average	100	0.07
matern	0	0.5	0.2	GCVc	erm	100	0.005
matern	0	1	0.2	GCVc	erm	100	0.025
matern	0	1.5	0.2	GCVc	erm	100	0.01
matern	0	0.5	0.2	GCVc	average	100	0.045
matern	0	1	0.2	GCVc	average	100	0.04
matern	0	1.5	0.2	GCVc	average	100	0.02
matern	0	0.5	0.2	gmpml	erm	100	0.02
matern	0	1	0.2	gmpml	erm	100	0.04
matern	0	1.5	0.2	gmpml	erm	100	0.12
matern	0	0.5	0.2	gmpml	average	100	0.01
matern	0	1	0.2	gmpml	average	100	0.015
matern	0	1.5	0.2	gmpml	average	100	0.05
matern	0	0.5	0.3	loocv	erm	100	0.025
matern	0	1	0.3	loocv	erm	100	0.075
matern	0	1.5	0.3	loocv	erm	100	0.14
matern	0	0.5	0.3	loocv	average	100	0.045
matern	0	1	0.3	loocv	average	100	0.04
matern	0	1.5	0.3	loocv	average	100	0.02
matern	0	0.5	0.3	AICc	erm	100	0.045
matern	0	1	0.3	AICc	erm	100	0.045
matern	0	1.5	0.3	AICc	erm	100	0.075
matern	0	0.5	0.3	AICc	average	100	0.16
matern	0	1	0.3	AICc	average	100	0.075
matern	0	1.5	0.3	AICc	average	100	0.04
matern	0	0.5	0.3	GCVc	erm	100	0.035
matern	0	1	0.3	GCVc	erm	100	0.035
matern	0	1.5	0.3	GCVc	erm	100	0.015
matern	0	0.5	0.3	GCVc	average	100	0.04
matern	0	1	0.3	GCVc	average	100	0.035
matern	0	1.5	0.3	GCVc	average	100	0.03
matern	0	0.5	0.3	gmpml	erm	100	0.03
matern	0	1	0.3	gmpml	erm	100	0.05
matern	0	1.5	0.3	gmpml	erm	100	0.065
matern	0	0.5	0.3	gmpml	average	100	0.025
matern	0	1	0.3	gmpml	average	100	0.07
matern	0	1.5	0.3	gmpml	average	100	0.055
matern	1	0.5	0	loocv	erm	100	0
matern	1	1	0	loocv	erm	100	0.03
matern	1	1.5	0	loocv	erm	100	0.05
matern	1	0.5	0	loocv	average	100	0.025
matern	1	1	0	loocv	average	100	0.005
matern	1	1.5	0	loocv	average	100	0.01
matern	1	0.5	0	AICc	erm	100	0.035
matern	1	1	0	AICc	erm	100	0.025
matern	1	1.5	0	AICc	erm	100	0.04
matern	1	0.5	0	AICc	average	100	0.125
matern	1	1	0	AICc	average	100	0.045
matern	1	1.5	0	AICc	average	100	0.03
matern	1	0.5	0	GCVc	erm	100	0.01
matern	1	1	0	GCVc	erm	100	0.03
matern	1	1.5	0	GCVc	erm	100	0.055
matern	1	0.5	0	GCVc	average	100	0.02
matern	1	1	0	GCVc	average	100	0.01
matern	1	1.5	0	GCVc	average	100	0.015
matern	1	0.5	0	gmpml	erm	100	0.01
matern	1	1	0	gmpml	erm	100	0.03
matern	1	1.5	0	gmpml	erm	100	0.07
matern	1	0.5	0	gmpml	average	100	0.01
